GAB,unique_id,scientific,maxn,family,genus,species,campaignid,sample,latitude,longitude,date,time,location,status,site,depth,observer.count,successful.count,successful.length,method
879,2022-05_PtCloates_stereo-BRUVS_28,Scaridae Scarus ghobban,1,Scaridae,Scarus,ghobban,2022-05_PtCloates_stereo-BRUVS,28,-22.6987,113.5625,20220522,13:05:17,NA,NA,NA,76.3,Kaitlin McCloghry,Yes,Yes,BRUV
880,2022-05_PtCloates_stereo-BRUVS_2,Scaridae Scarus sp3,3,Scaridae,Scarus,sp3,2022-05_PtCloates_stereo-BRUVS,2,-22.6957,113.5628,20220522,14:16:25,NA,NA,NA,77.3,Kaitlin McCloghry,Yes,Yes,BRUV
882,2022-05_PtCloates_stereo-BRUVS_45,Scaridae Scarus sp3,3,Scaridae,Scarus,sp3,2022-05_PtCloates_stereo-BRUVS,45,-22.7602,113.5432,20220520,9:23:19,NA,NA,NA,81.8,test video,Yes,Yes,BRUV
881,2022-05_PtCloates_stereo-BRUVS_31,Scaridae Scarus sp3,1,Scaridae,Scarus,sp3,2022-05_PtCloates_stereo-BRUVS,31,-22.7542,113.5424,20220520,10:27:48,NA,NA,NA,82.3,Kaitlin McCloghry,Yes,Yes,BRUV
883,2022-05_PtCloates_stereo-BRUVS_47,Scaridae Scarus sp3,1,Scaridae,Scarus,sp3,2022-05_PtCloates_stereo-BRUVS,47,-22.6999,113.5592,20220522,12:59:50,NA,NA,NA,80.8,Kaitlin McCloghry,Yes,Yes,BRUV
884,2022-05_PtCloates_stereo-BRUVS_51,Scaridae Scarus sp3,1,Scaridae,Scarus,sp3,2022-05_PtCloates_stereo-BRUVS,51,-22.69,113.5609,20220522,14:49:13,NA,NA,NA,79.4,Henry Evans,Yes,Yes,BRUV
885,2022-05_PtCloates_stereo-BRUVS_52,Scaridae Scarus sp3,1,Scaridae,Scarus,sp3,2022-05_PtCloates_stereo-BRUVS,52,-22.7635,113.5348,20220520,8:50:37,NA,NA,NA,91,Molly Gerrans,Yes,Yes,BRUV
886,2022-05_PtCloates_stereo-BRUVS_50,Scombridae Scomberomorus commerson,1,Scombridae,Scomberomorus,commerson,2022-05_PtCloates_stereo-BRUVS,50,-22.7173,113.5528,20220522,10:14:30,NA,NA,NA,81.9,Kaitlin McCloghry,Yes,Yes,BRUV
887,2021-05_PtCloates_BRUVS_5,Scombridae Scomberomorus spp,2,Scombridae,Scomberomorus,spp,2021-05_PtCloates_BRUVS,5,-22.6837,113.5139,20210519,7:59:00,Point Cloates,No-take,inNP.5,206,Gabby Cummins,Yes,Yes,BRUV
896,2022-05_PtCloates_stereo-BRUVS_62,Scombridae Scomberomorus spp,2,Scombridae,Scomberomorus,spp,2022-05_PtCloates_stereo-BRUVS,62,-22.7375,113.542,20220520,14:11:26,NA,NA,NA,90.1,Henry Evans,Yes,Yes,BRUV
888,2022-05_PtCloates_stereo-BRUVS_17,Scombridae Scomberomorus spp,1,Scombridae,Scomberomorus,spp,2022-05_PtCloates_stereo-BRUVS,17,-22.7011,113.5532,20220522,12:45:32,NA,NA,NA,86.5,Henry Evans,Yes,Yes,BRUV
889,2022-05_PtCloates_stereo-BRUVS_4,Scombridae Scomberomorus spp,1,Scombridae,Scomberomorus,spp,2022-05_PtCloates_stereo-BRUVS,4,-22.7337,113.5555,20220520,14:40:43,NA,NA,NA,73.9,Kaitlin McCloghry,Yes,Yes,BRUV
890,2022-05_PtCloates_stereo-BRUVS_40,Scombridae Scomberomorus spp,1,Scombridae,Scomberomorus,spp,2022-05_PtCloates_stereo-BRUVS,40,-22.7522,113.5444,20220520,11:58:07,NA,NA,NA,84.1,Henry Evans,Yes,Yes,BRUV
891,2022-05_PtCloates_stereo-BRUVS_43,Scombridae Scomberomorus spp,1,Scombridae,Scomberomorus,spp,2022-05_PtCloates_stereo-BRUVS,43,-22.7328,113.5589,20220522,8:03:30,NA,NA,NA,70.6,Henry Evans,Yes,Yes,BRUV
892,2022-05_PtCloates_stereo-BRUVS_47,Scombridae Scomberomorus spp,1,Scombridae,Scomberomorus,spp,2022-05_PtCloates_stereo-BRUVS,47,-22.6999,113.5592,20220522,12:59:50,NA,NA,NA,80.8,Kaitlin McCloghry,Yes,Yes,BRUV
893,2022-05_PtCloates_stereo-BRUVS_54,Scombridae Scomberomorus spp,1,Scombridae,Scomberomorus,spp,2022-05_PtCloates_stereo-BRUVS,54,-22.7654,113.5392,20220520,8:32:36,NA,NA,NA,83.1,Molly Gerrans,Yes,Yes,BRUV
894,2022-05_PtCloates_stereo-BRUVS_59,Scombridae Scomberomorus spp,1,Scombridae,Scomberomorus,spp,2022-05_PtCloates_stereo-BRUVS,59,-22.7437,113.5452,20220520,12:37:35,NA,NA,NA,83.5,Kaitlin McCloghry,Yes,Yes,BRUV
895,2022-05_PtCloates_stereo-BRUVS_6,Scombridae Scomberomorus spp,1,Scombridae,Scomberomorus,spp,2022-05_PtCloates_stereo-BRUVS,6,-22.7459,113.5531,20220520,12:30:12,NA,NA,NA,74.3,Kaitlin McCloghry,Yes,Yes,BRUV
897,2022-05_PtCloates_stereo-BRUVS_9,Scombridae Scomberomorus spp,1,Scombridae,Scomberomorus,spp,2022-05_PtCloates_stereo-BRUVS,9,-22.6934,113.5571,20220522,14:27:15,NA,NA,NA,84.9,Henry Evans,Yes,Yes,BRUV
898,2021-05_PtCloates_BRUVS_12,Serranidae Epinephelus amblycephalus,1,Serranidae,Epinephelus,amblycephalus,2021-05_PtCloates_BRUVS,12,-22.7262,113.5214,20210518,12:48:00,Point Cloates,No-take,inNP.12,126,Charlotte Aston,Yes,Yes,BRUV
902,2022-05_PtCloates_stereo-BRUVS_30,Serranidae Epinephelus areolatus,3,Serranidae,Epinephelus,areolatus,2022-05_PtCloates_stereo-BRUVS,30,-22.7058,113.5588,20220522,10:47:54,NA,NA,NA,78.5,Kaitlin McCloghry,Yes,Yes,BRUV
900,2021-05_PtCloates_BRUVS_2,Serranidae Epinephelus areolatus,2,Serranidae,Epinephelus,areolatus,2021-05_PtCloates_BRUVS,2,-22.7108,113.5386,20210518,14:46:00,Point Cloates,No-take,inNP.2,104,Charlotte Aston,Yes,Yes,BRUV
904,2022-05_PtCloates_stereo-BRUVS_58,Serranidae Epinephelus areolatus,2,Serranidae,Epinephelus,areolatus,2022-05_PtCloates_stereo-BRUVS,58,-22.7056,113.5502,20220522,12:28:44,NA,NA,NA,90.9,Kaitlin McCloghry,Yes,Yes,BRUV
899,2021-05_PtCloates_BRUVS_17,Serranidae Epinephelus areolatus,1,Serranidae,Epinephelus,areolatus,2021-05_PtCloates_BRUVS,17,-22.7757,113.5195,20210518,12:28:00,Point Cloates,Fished,outNP.5,104,Charlotte Aston,Yes,Yes,BRUV
901,2022-05_PtCloates_stereo-BRUVS_25,Serranidae Epinephelus areolatus,1,Serranidae,Epinephelus,areolatus,2022-05_PtCloates_stereo-BRUVS,25,-22.7053,113.5466,20220522,12:34:21,NA,NA,NA,99.5,Kaitlin McCloghry,Yes,Yes,BRUV
903,2022-05_PtCloates_stereo-BRUVS_4,Serranidae Epinephelus areolatus,1,Serranidae,Epinephelus,areolatus,2022-05_PtCloates_stereo-BRUVS,4,-22.7337,113.5555,20220520,14:40:43,NA,NA,NA,73.9,Kaitlin McCloghry,Yes,Yes,BRUV
905,2022-05_PtCloates_stereo-BRUVS_59,Serranidae Epinephelus areolatus,1,Serranidae,Epinephelus,areolatus,2022-05_PtCloates_stereo-BRUVS,59,-22.7437,113.5452,20220520,12:37:35,NA,NA,NA,83.5,Kaitlin McCloghry,Yes,Yes,BRUV
906,2022-05_PtCloates_stereo-BRUVS_60,Serranidae Epinephelus areolatus,1,Serranidae,Epinephelus,areolatus,2022-05_PtCloates_stereo-BRUVS,60,-22.7516,113.5386,20220520,12:05:02,NA,NA,NA,91,Kaitlin McCloghry,Yes,Yes,BRUV
907,2022-05_PtCloates_stereo-BRUVS_9,Serranidae Epinephelus areolatus,1,Serranidae,Epinephelus,areolatus,2022-05_PtCloates_stereo-BRUVS,9,-22.6934,113.5571,20220522,14:27:15,NA,NA,NA,84.9,Henry Evans,Yes,Yes,BRUV
908,2022-05_PtCloates_stereo-BRUVS_46,Serranidae Epinephelus coioides,1,Serranidae,Epinephelus,coioides,2022-05_PtCloates_stereo-BRUVS,46,-22.693,113.5605,20220522,14:30:54,NA,NA,NA,79.5,Kaitlin McCloghry,Yes,Yes,BRUV
909,2022-05_PtCloates_stereo-BRUVS_64,Serranidae Epinephelus coioides,1,Serranidae,Epinephelus,coioides,2022-05_PtCloates_stereo-BRUVS,64,-22.7343,113.5508,20220520,14:30:16,NA,NA,NA,79.2,Kaitlin McCloghry,Yes,Yes,BRUV
910,2021-05_PtCloates_BRUVS_11,Serranidae Epinephelus morrhua,1,Serranidae,Epinephelus,morrhua,2021-05_PtCloates_BRUVS,11,-22.6761,113.5387,20210518,15:20:00,Point Cloates,No-take,inNP.11,139,Charlotte Aston,Yes,Yes,BRUV
911,2021-05_PtCloates_BRUVS_12,Serranidae Epinephelus multinotatus,1,Serranidae,Epinephelus,multinotatus,2021-05_PtCloates_BRUVS,12,-22.7262,113.5214,20210518,12:48:00,Point Cloates,No-take,inNP.12,126,Charlotte Aston,Yes,Yes,BRUV
912,2022-05_PtCloates_stereo-BRUVS_45,Serranidae Epinephelus multinotatus,1,Serranidae,Epinephelus,multinotatus,2022-05_PtCloates_stereo-BRUVS,45,-22.7602,113.5432,20220520,9:23:19,NA,NA,NA,81.8,test video,Yes,Yes,BRUV
913,2022-05_PtCloates_stereo-BRUVS_47,Serranidae Epinephelus multinotatus,1,Serranidae,Epinephelus,multinotatus,2022-05_PtCloates_stereo-BRUVS,47,-22.6999,113.5592,20220522,12:59:50,NA,NA,NA,80.8,Kaitlin McCloghry,Yes,Yes,BRUV
914,2022-05_PtCloates_stereo-BRUVS_50,Serranidae Epinephelus multinotatus,1,Serranidae,Epinephelus,multinotatus,2022-05_PtCloates_stereo-BRUVS,50,-22.7173,113.5528,20220522,10:14:30,NA,NA,NA,81.9,Kaitlin McCloghry,Yes,Yes,BRUV
915,2022-05_PtCloates_stereo-BRUVS_60,Serranidae Epinephelus multinotatus,1,Serranidae,Epinephelus,multinotatus,2022-05_PtCloates_stereo-BRUVS,60,-22.7516,113.5386,20220520,12:05:02,NA,NA,NA,91,Kaitlin McCloghry,Yes,Yes,BRUV
916,2021-05_PtCloates_BRUVS_13,Serranidae Epinephelus rivulatus,1,Serranidae,Epinephelus,rivulatus,2021-05_PtCloates_BRUVS,13,-22.7963,113.5041,20210518,12:08:00,Point Cloates,Fished,outNP.1,116,Charlotte Aston,Yes,Yes,BRUV
917,2021-05_PtCloates_BRUVS_16,Serranidae Epinephelus rivulatus,1,Serranidae,Epinephelus,rivulatus,2021-05_PtCloates_BRUVS,16,-22.7812,113.5115,20210518,12:24:00,Point Cloates,Fished,outNP.4,111,Gabby Cummins,Yes,No,BRUV
918,2021-05_PtCloates_BRUVS_2,Serranidae Epinephelus rivulatus,1,Serranidae,Epinephelus,rivulatus,2021-05_PtCloates_BRUVS,2,-22.7108,113.5386,20210518,14:46:00,Point Cloates,No-take,inNP.2,104,Charlotte Aston,Yes,Yes,BRUV
919,2021-05_PtCloates_BRUVS_21,Serranidae Epinephelus rivulatus,1,Serranidae,Epinephelus,rivulatus,2021-05_PtCloates_BRUVS,21,-22.7563,113.5189,20210518,12:36:00,Point Cloates,Fished,outNP.9,112,Gabby Cummins,Yes,Yes,BRUV
920,2021-05_PtCloates_BRUVS_3,Serranidae Epinephelus rivulatus,1,Serranidae,Epinephelus,rivulatus,2021-05_PtCloates_BRUVS,3,-22.7087,113.5263,20210518,14:51:00,Point Cloates,No-take,inNP.3,129,Charlotte Aston,Yes,Yes,BRUV
921,2022-05_PtCloates_stereo-BRUVS_47,Serranidae Epinephelus spp,1,Serranidae,Epinephelus,spp,2022-05_PtCloates_stereo-BRUVS,47,-22.6999,113.5592,20220522,12:59:50,NA,NA,NA,80.8,Kaitlin McCloghry,Yes,Yes,BRUV
922,2022-05_PtCloates_stereo-BRUVS_51,Serranidae Epinephelus spp,1,Serranidae,Epinephelus,spp,2022-05_PtCloates_stereo-BRUVS,51,-22.69,113.5609,20220522,14:49:13,NA,NA,NA,79.4,Henry Evans,Yes,Yes,BRUV
923,2022-05_PtCloates_stereo-BRUVS_22,Serranidae Epinephelus tukula,1,Serranidae,Epinephelus,tukula,2022-05_PtCloates_stereo-BRUVS,22,-22.7072,113.5554,20220522,10:42:04,NA,NA,NA,81.3,Henry Evans,Yes,Yes,BRUV
924,2022-05_PtCloates_stereo-BRUVS_41,Serranidae Epinephelus tukula,1,Serranidae,Epinephelus,tukula,2022-05_PtCloates_stereo-BRUVS,41,-22.7154,113.5479,20220522,10:21:59,NA,NA,NA,89.7,Henry Evans,Yes,Yes,BRUV
926,2022-05_PtCloates_stereo-BRUVS_37,Serranidae Plectropomus spp,2,Serranidae,Plectropomus,spp,2022-05_PtCloates_stereo-BRUVS,37,-22.7475,113.5445,20220520,12:23:05,NA,NA,NA,81.3,Kaitlin McCloghry,Yes,Yes,BRUV
927,2022-05_PtCloates_stereo-BRUVS_46,Serranidae Plectropomus spp,2,Serranidae,Plectropomus,spp,2022-05_PtCloates_stereo-BRUVS,46,-22.693,113.5605,20220522,14:30:54,NA,NA,NA,79.5,Kaitlin McCloghry,Yes,Yes,BRUV
925,2022-05_PtCloates_stereo-BRUVS_2,Serranidae Plectropomus spp,1,Serranidae,Plectropomus,spp,2022-05_PtCloates_stereo-BRUVS,2,-22.6957,113.5628,20220522,14:16:25,NA,NA,NA,77.3,Kaitlin McCloghry,Yes,Yes,BRUV
928,2022-05_PtCloates_stereo-BRUVS_2,Serranidae Pseudanthias georgei,14,Serranidae,Pseudanthias,georgei,2022-05_PtCloates_stereo-BRUVS,2,-22.6957,113.5628,20220522,14:16:25,NA,NA,NA,77.3,Kaitlin McCloghry,Yes,Yes,BRUV
929,2021-05_PtCloates_BRUVS_16,Serranidae Pseudanthias spp,1,Serranidae,Pseudanthias,spp,2021-05_PtCloates_BRUVS,16,-22.7812,113.5115,20210518,12:24:00,Point Cloates,Fished,outNP.4,111,Gabby Cummins,Yes,No,BRUV
932,2022-05_PtCloates_stereo-BRUVS_37,Serranidae Variola louti,2,Serranidae,Variola,louti,2022-05_PtCloates_stereo-BRUVS,37,-22.7475,113.5445,20220520,12:23:05,NA,NA,NA,81.3,Kaitlin McCloghry,Yes,Yes,BRUV
933,2022-05_PtCloates_stereo-BRUVS_45,Serranidae Variola louti,2,Serranidae,Variola,louti,2022-05_PtCloates_stereo-BRUVS,45,-22.7602,113.5432,20220520,9:23:19,NA,NA,NA,81.8,test video,Yes,Yes,BRUV
930,2022-05_PtCloates_stereo-BRUVS_2,Serranidae Variola louti,1,Serranidae,Variola,louti,2022-05_PtCloates_stereo-BRUVS,2,-22.6957,113.5628,20220522,14:16:25,NA,NA,NA,77.3,Kaitlin McCloghry,Yes,Yes,BRUV
931,2022-05_PtCloates_stereo-BRUVS_31,Serranidae Variola louti,1,Serranidae,Variola,louti,2022-05_PtCloates_stereo-BRUVS,31,-22.7542,113.5424,20220520,10:27:48,NA,NA,NA,82.3,Kaitlin McCloghry,Yes,Yes,BRUV
934,2022-05_PtCloates_stereo-BRUVS_62,Serranidae Variola louti,1,Serranidae,Variola,louti,2022-05_PtCloates_stereo-BRUVS,62,-22.7375,113.542,20220520,14:11:26,NA,NA,NA,90.1,Henry Evans,Yes,Yes,BRUV
952,2022-05_PtCloates_stereo-BRUVS_42,Sparidae Argyrops spinifer,8,Sparidae,Argyrops,spinifer,2022-05_PtCloates_stereo-BRUVS,42,-22.6952,113.5537,20220522,12:51:14,NA,NA,NA,92.3,Kaitlin McCloghry,Yes,Yes,BRUV
957,2022-05_PtCloates_stereo-BRUVS_8,Sparidae Argyrops spinifer,6,Sparidae,Argyrops,spinifer,2022-05_PtCloates_stereo-BRUVS,8,-22.7298,113.5538,20220522,8:12:35,NA,NA,NA,76.4,Kaitlin McCloghry,Yes,Yes,BRUV
936,2021-05_PtCloates_BRUVS_6,Sparidae Argyrops spinifer,4,Sparidae,Argyrops,spinifer,2021-05_PtCloates_BRUVS,6,-22.721,113.5465,20210518,14:41:00,Point Cloates,No-take,inNP.6,88.5,Charlotte Aston,Yes,Yes,BRUV
939,2022-05_PtCloates_stereo-BRUVS_1,Sparidae Argyrops spinifer,3,Sparidae,Argyrops,spinifer,2022-05_PtCloates_stereo-BRUVS,1,-22.7221,113.5447,20220522,10:03:24,NA,NA,NA,93.9,Kaitlin McCloghry,Yes,Yes,BRUV
937,2021-05_PtCloates_BRUVS_7,Sparidae Argyrops spinifer,2,Sparidae,Argyrops,spinifer,2021-05_PtCloates_BRUVS,7,-22.7287,113.5365,20210518,12:57:00,Point Cloates,No-take,inNP.7,100,Charlotte Aston,Yes,Yes,BRUV
941,2022-05_PtCloates_stereo-BRUVS_12,Sparidae Argyrops spinifer,2,Sparidae,Argyrops,spinifer,2022-05_PtCloates_stereo-BRUVS,12,-22.7505,113.5476,20220520,12:11:27,NA,NA,NA,80.5,Henry Evans,Yes,Yes,BRUV
944,2022-05_PtCloates_stereo-BRUVS_16,Sparidae Argyrops spinifer,2,Sparidae,Argyrops,spinifer,2022-05_PtCloates_stereo-BRUVS,16,-22.7406,113.5395,20220520,14:06:11,NA,NA,NA,93.2,Henry Evans,Yes,Yes,BRUV
945,2022-05_PtCloates_stereo-BRUVS_18,Sparidae Argyrops spinifer,2,Sparidae,Argyrops,spinifer,2022-05_PtCloates_stereo-BRUVS,18,-22.7101,113.5492,20220522,10:29:53,NA,NA,NA,91.5,Henry Evans,Yes,Yes,BRUV
951,2022-05_PtCloates_stereo-BRUVS_41,Sparidae Argyrops spinifer,2,Sparidae,Argyrops,spinifer,2022-05_PtCloates_stereo-BRUVS,41,-22.7154,113.5479,20220522,10:21:59,NA,NA,NA,89.7,Henry Evans,Yes,Yes,BRUV
955,2022-05_PtCloates_stereo-BRUVS_58,Sparidae Argyrops spinifer,2,Sparidae,Argyrops,spinifer,2022-05_PtCloates_stereo-BRUVS,58,-22.7056,113.5502,20220522,12:28:44,NA,NA,NA,90.9,Kaitlin McCloghry,Yes,Yes,BRUV
935,2021-05_PtCloates_BRUVS_11,Sparidae Argyrops spinifer,1,Sparidae,Argyrops,spinifer,2021-05_PtCloates_BRUVS,11,-22.6761,113.5387,20210518,15:20:00,Point Cloates,No-take,inNP.11,139,Charlotte Aston,Yes,Yes,BRUV
938,2021-05_PtCloates_BRUVS_8,Sparidae Argyrops spinifer,1,Sparidae,Argyrops,spinifer,2021-05_PtCloates_BRUVS,8,-22.6884,113.5563,20210518,15:12:00,Point Cloates,No-take,inNP.8,89.3,Charlotte Aston,Yes,Yes,BRUV
940,2022-05_PtCloates_stereo-BRUVS_11,Sparidae Argyrops spinifer,1,Sparidae,Argyrops,spinifer,2022-05_PtCloates_stereo-BRUVS,11,-22.7274,113.5498,20220522,8:18:17,NA,NA,NA,81,Henry Evans,Yes,Yes,BRUV
942,2022-05_PtCloates_stereo-BRUVS_13,Sparidae Argyrops spinifer,1,Sparidae,Argyrops,spinifer,2022-05_PtCloates_stereo-BRUVS,13,-22.6872,113.5606,20220526,8:42:37,NA,NA,NA,82.1,Kaitlin McCloghry,Yes,Yes,BRUV
943,2022-05_PtCloates_stereo-BRUVS_14,Sparidae Argyrops spinifer,1,Sparidae,Argyrops,spinifer,2022-05_PtCloates_stereo-BRUVS,14,-22.6876,113.5568,20220526,8:48:10,NA,NA,NA,90.5,Kaitlin McCloghry,Yes,Yes,BRUV
946,2022-05_PtCloates_stereo-BRUVS_23,Sparidae Argyrops spinifer,1,Sparidae,Argyrops,spinifer,2022-05_PtCloates_stereo-BRUVS,23,-22.734,113.542,20220520,14:15:28,NA,NA,NA,91.4,Henry Evans,Yes,Yes,BRUV
947,2022-05_PtCloates_stereo-BRUVS_24,Sparidae Argyrops spinifer,1,Sparidae,Argyrops,spinifer,2022-05_PtCloates_stereo-BRUVS,24,-22.7426,113.5507,20220520,12:42:58,NA,NA,NA,79.3,Kaitlin McCloghry,Yes,Yes,BRUV
948,2022-05_PtCloates_stereo-BRUVS_29,Sparidae Argyrops spinifer,1,Sparidae,Argyrops,spinifer,2022-05_PtCloates_stereo-BRUVS,29,-22.691,113.5564,20220522,14:54:59,NA,NA,NA,87.9,Henry Evans,Yes,Yes,BRUV
949,2022-05_PtCloates_stereo-BRUVS_33,Sparidae Argyrops spinifer,1,Sparidae,Argyrops,spinifer,2022-05_PtCloates_stereo-BRUVS,33,-22.719,113.549,20220522,10:09:30,NA,NA,NA,85.4,Kaitlin McCloghry,Yes,Yes,BRUV
950,2022-05_PtCloates_stereo-BRUVS_36,Sparidae Argyrops spinifer,1,Sparidae,Argyrops,spinifer,2022-05_PtCloates_stereo-BRUVS,36,-22.7318,113.5477,20220520,14:25:23,NA,NA,NA,83.2,Henry Evans,Yes,Yes,BRUV
953,2022-05_PtCloates_stereo-BRUVS_44,Sparidae Argyrops spinifer,1,Sparidae,Argyrops,spinifer,2022-05_PtCloates_stereo-BRUVS,44,-22.7482,113.549,20220520,12:17:32,NA,NA,NA,79.4,Henry Evans,Yes,Yes,BRUV
954,2022-05_PtCloates_stereo-BRUVS_55,Sparidae Argyrops spinifer,1,Sparidae,Argyrops,spinifer,2022-05_PtCloates_stereo-BRUVS,55,-22.7564,113.529,20220520,9:48:49,NA,NA,NA,89.1,test video,Yes,Yes,BRUV
956,2022-05_PtCloates_stereo-BRUVS_7,Sparidae Argyrops spinifer,1,Sparidae,Argyrops,spinifer,2022-05_PtCloates_stereo-BRUVS,7,-22.7574,113.5382,20220520,9:36:32,NA,NA,NA,89.3,Kaitlin McCloghry,Yes,Yes,BRUV
958,2021-05_PtCloates_BRUVS_14,Sparidae Chrysophrys auratus,3,Sparidae,Chrysophrys,auratus,2021-05_PtCloates_BRUVS,14,-22.7413,113.4991,20210519,8:48:00,Point Cloates,Fished,outNP.2,179,Gabby Cummins,Yes,Yes,BRUV
959,2021-05_PtCloates_BRUVS_23,Sparidae Chrysophrys auratus,1,Sparidae,Chrysophrys,auratus,2021-05_PtCloates_BRUVS,23,-22.7362,113.4887,20210519,8:42:00,Point Cloates,Fished,outNP.11,204,Gabby Cummins,Yes,Yes,BRUV
965,2021-05_PtCloates_BRUVS_5,Sparidae Dentex spp,104,Sparidae,Dentex,spp,2021-05_PtCloates_BRUVS,5,-22.6837,113.5139,20210519,7:59:00,Point Cloates,No-take,inNP.5,206,Gabby Cummins,Yes,Yes,BRUV
963,2021-05_PtCloates_BRUVS_23,Sparidae Dentex spp,69,Sparidae,Dentex,spp,2021-05_PtCloates_BRUVS,23,-22.7362,113.4887,20210519,8:42:00,Point Cloates,Fished,outNP.11,204,Gabby Cummins,Yes,Yes,BRUV
960,2021-05_PtCloates_BRUVS_10,Sparidae Dentex spp,65,Sparidae,Dentex,spp,2021-05_PtCloates_BRUVS,10,-22.6734,113.524,20210518,15:27:00,Point Cloates,No-take,inNP.10,197,Charlotte Aston,Yes,Yes,BRUV
962,2021-05_PtCloates_BRUVS_19,Sparidae Dentex spp,57,Sparidae,Dentex,spp,2021-05_PtCloates_BRUVS,19,-22.7437,113.484,20210519,8:53:00,Point Cloates,Fished,outNP.7,206,Gabby Cummins,Yes,NA,BRUV
964,2021-05_PtCloates_BRUVS_26,Sparidae Dentex spp,49,Sparidae,Dentex,spp,2021-05_PtCloates_BRUVS,26,-22.7537,113.4763,20210519,8:59:00,Point Cloates,Fished,outNP.14,209,Gabby Cummins,Yes,Yes,BRUV
961,2021-05_PtCloates_BRUVS_18,Sparidae Dentex spp,30,Sparidae,Dentex,spp,2021-05_PtCloates_BRUVS,18,-22.7311,113.4913,20210519,8:40:00,Point Cloates,Fished,outNP.6,204,Gabby Cummins,Yes,Yes,BRUV
966,2021-05_PtCloates_BRUVS_9,Sparidae Dentex spp,13,Sparidae,Dentex,spp,2021-05_PtCloates_BRUVS,9,-22.6962,113.5064,20210519,8:27:00,Point Cloates,No-take,inNP.9,207,Gabby Cummins,Yes,Yes,BRUV
967,2022-05_PtCloates_stereo-BRUVS_33,Sphyraenidae Sphyraena forsteri,1,Sphyraenidae,Sphyraena,forsteri,2022-05_PtCloates_stereo-BRUVS,33,-22.719,113.549,20220522,10:09:30,NA,NA,NA,85.4,Kaitlin McCloghry,Yes,Yes,BRUV
968,2022-05_PtCloates_stereo-BRUVS_50,Sphyraenidae Sphyraena jello,1,Sphyraenidae,Sphyraena,jello,2022-05_PtCloates_stereo-BRUVS,50,-22.7173,113.5528,20220522,10:14:30,NA,NA,NA,81.9,Kaitlin McCloghry,Yes,Yes,BRUV
969,2022-05_PtCloates_stereo-BRUVS_5,Sphyraenidae Sphyraena qenie,4,Sphyraenidae,Sphyraena,qenie,2022-05_PtCloates_stereo-BRUVS,5,-22.7218,113.5506,20220522,8:50:54,NA,NA,NA,81.9,Kaitlin McCloghry,Yes,Yes,BRUV
970,2021-05_PtCloates_BRUVS_12,Sphyraenidae Sphyraena spp,1,Sphyraenidae,Sphyraena,spp,2021-05_PtCloates_BRUVS,12,-22.7262,113.5214,20210518,12:48:00,Point Cloates,No-take,inNP.12,126,Charlotte Aston,Yes,Yes,BRUV
971,2021-05_PtCloates_BRUVS_2,Sphyraenidae Sphyraena spp,1,Sphyraenidae,Sphyraena,spp,2021-05_PtCloates_BRUVS,2,-22.7108,113.5386,20210518,14:46:00,Point Cloates,No-take,inNP.2,104,Charlotte Aston,Yes,Yes,BRUV
972,2022-05_PtCloates_stereo-BRUVS_23,Sphyraenidae Sphyraena spp,1,Sphyraenidae,Sphyraena,spp,2022-05_PtCloates_stereo-BRUVS,23,-22.734,113.542,20220520,14:15:28,NA,NA,NA,91.4,Henry Evans,Yes,Yes,BRUV
973,2022-05_PtCloates_stereo-BRUVS_26,Sphyrnidae Sphyrna mokarran,1,Sphyrnidae,Sphyrna,mokarran,2022-05_PtCloates_stereo-BRUVS,26,-22.7615,113.5484,20220520,9:08:31,NA,NA,NA,77.2,Kaitlin McCloghry,Yes,Yes,BRUV
974,2022-05_PtCloates_stereo-BRUVS_20,Stegostomatidae Stegostoma fasciatum,1,Stegostomatidae,Stegostoma,fasciatum,2022-05_PtCloates_stereo-BRUVS,20,-22.7212,113.5561,20220522,8:44:53,NA,NA,NA,76,Henry Evans,Yes,Yes,BRUV
982,2021-05_PtCloates_BRUVS_3,SUS SUS sus,200,SUS,SUS,sus,2021-05_PtCloates_BRUVS,3,-22.7087,113.5263,20210518,14:51:00,Point Cloates,No-take,inNP.3,129,Charlotte Aston,Yes,Yes,BRUV
989,2022-05_PtCloates_stereo-BRUVS_17,SUS SUS sus,28,SUS,SUS,sus,2022-05_PtCloates_stereo-BRUVS,17,-22.7011,113.5532,20220522,12:45:32,NA,NA,NA,86.5,Henry Evans,Yes,Yes,BRUV
1000,2022-05_PtCloates_stereo-BRUVS_44,SUS SUS sus,13,SUS,SUS,sus,2022-05_PtCloates_stereo-BRUVS,44,-22.7482,113.549,20220520,12:17:32,NA,NA,NA,79.4,Henry Evans,Yes,Yes,BRUV
1003,2022-05_PtCloates_stereo-BRUVS_48,SUS SUS sus,7,SUS,SUS,sus,2022-05_PtCloates_stereo-BRUVS,48,-22.696,113.5596,20220522,14:21:46,NA,NA,NA,80.2,Henry Evans,Yes,Yes,BRUV
981,2021-05_PtCloates_BRUVS_25,SUS SUS sus,4,SUS,SUS,sus,2021-05_PtCloates_BRUVS,25,-22.7937,113.4939,20210518,12:11:00,Point Cloates,Fished,outNP.13,135,Charlotte Aston,Yes,Yes,BRUV
