GAB,unique_id,scientific,maxn,family,genus,species,campaignid,sample,latitude,longitude,date,time,location,status,site,depth,observer.count,successful.count,successful.length,method
792,2022-05_PtCloates_stereo-BRUVS_28,Nemipteridae Pentapodus nagasakiensis,6,Nemipteridae,Pentapodus,nagasakiensis,2022-05_PtCloates_stereo-BRUVS,28,-22.6987,113.5625,20220522,13:05:17,NA,NA,NA,76.3,Kaitlin McCloghry,Yes,Yes,BRUV
793,2022-05_PtCloates_stereo-BRUVS_3,Nemipteridae Pentapodus nagasakiensis,6,Nemipteridae,Pentapodus,nagasakiensis,2022-05_PtCloates_stereo-BRUVS,3,-22.7379,113.5515,20220520,14:34:36,NA,NA,NA,78.3,Kaitlin McCloghry,Yes,Yes,BRUV
807,2022-05_PtCloates_stereo-BRUVS_61,Nemipteridae Pentapodus nagasakiensis,6,Nemipteridae,Pentapodus,nagasakiensis,2022-05_PtCloates_stereo-BRUVS,61,-22.6779,113.5654,20220526,8:23:34,NA,NA,NA,79.8,Kaitlin McCloghry,Yes,Yes,BRUV
795,2022-05_PtCloates_stereo-BRUVS_32,Nemipteridae Pentapodus nagasakiensis,5,Nemipteridae,Pentapodus,nagasakiensis,2022-05_PtCloates_stereo-BRUVS,32,-22.7239,113.5552,20220522,8:39:35,NA,NA,NA,78.3,Henry Evans,Yes,Yes,BRUV
798,2022-05_PtCloates_stereo-BRUVS_4,Nemipteridae Pentapodus nagasakiensis,5,Nemipteridae,Pentapodus,nagasakiensis,2022-05_PtCloates_stereo-BRUVS,4,-22.7337,113.5555,20220520,14:40:43,NA,NA,NA,73.9,Kaitlin McCloghry,Yes,Yes,BRUV
785,2022-05_PtCloates_stereo-BRUVS_18,Nemipteridae Pentapodus nagasakiensis,4,Nemipteridae,Pentapodus,nagasakiensis,2022-05_PtCloates_stereo-BRUVS,18,-22.7101,113.5492,20220522,10:29:53,NA,NA,NA,91.5,Henry Evans,Yes,Yes,BRUV
786,2022-05_PtCloates_stereo-BRUVS_19,Nemipteridae Pentapodus nagasakiensis,4,Nemipteridae,Pentapodus,nagasakiensis,2022-05_PtCloates_stereo-BRUVS,19,-22.6847,113.5669,20220526,8:33:41,NA,NA,NA,76.4,Kaitlin McCloghry,Yes,Yes,BRUV
796,2022-05_PtCloates_stereo-BRUVS_34,Nemipteridae Pentapodus nagasakiensis,4,Nemipteridae,Pentapodus,nagasakiensis,2022-05_PtCloates_stereo-BRUVS,34,-22.6928,113.5645,20220522,14:38:27,NA,NA,NA,76.4,Kaitlin McCloghry,Yes,Yes,BRUV
797,2022-05_PtCloates_stereo-BRUVS_38,Nemipteridae Pentapodus nagasakiensis,4,Nemipteridae,Pentapodus,nagasakiensis,2022-05_PtCloates_stereo-BRUVS,38,-22.6868,113.5642,20220526,8:38:39,NA,NA,NA,78.6,Kaitlin McCloghry,Yes,Yes,BRUV
801,2022-05_PtCloates_stereo-BRUVS_50,Nemipteridae Pentapodus nagasakiensis,4,Nemipteridae,Pentapodus,nagasakiensis,2022-05_PtCloates_stereo-BRUVS,50,-22.7173,113.5528,20220522,10:14:30,NA,NA,NA,81.9,Kaitlin McCloghry,Yes,Yes,BRUV
808,2022-05_PtCloates_stereo-BRUVS_64,Nemipteridae Pentapodus nagasakiensis,4,Nemipteridae,Pentapodus,nagasakiensis,2022-05_PtCloates_stereo-BRUVS,64,-22.7343,113.5508,20220520,14:30:16,NA,NA,NA,79.2,Kaitlin McCloghry,Yes,Yes,BRUV
794,2022-05_PtCloates_stereo-BRUVS_31,Nemipteridae Pentapodus nagasakiensis,3,Nemipteridae,Pentapodus,nagasakiensis,2022-05_PtCloates_stereo-BRUVS,31,-22.7542,113.5424,20220520,10:27:48,NA,NA,NA,82.3,Kaitlin McCloghry,Yes,Yes,BRUV
799,2022-05_PtCloates_stereo-BRUVS_40,Nemipteridae Pentapodus nagasakiensis,3,Nemipteridae,Pentapodus,nagasakiensis,2022-05_PtCloates_stereo-BRUVS,40,-22.7522,113.5444,20220520,11:58:07,NA,NA,NA,84.1,Henry Evans,Yes,Yes,BRUV
779,2021-05_PtCloates_BRUVS_13,Nemipteridae Pentapodus nagasakiensis,2,Nemipteridae,Pentapodus,nagasakiensis,2021-05_PtCloates_BRUVS,13,-22.7963,113.5041,20210518,12:08:00,Point Cloates,Fished,outNP.1,116,Charlotte Aston,Yes,Yes,BRUV
802,2022-05_PtCloates_stereo-BRUVS_51,Nemipteridae Pentapodus nagasakiensis,2,Nemipteridae,Pentapodus,nagasakiensis,2022-05_PtCloates_stereo-BRUVS,51,-22.69,113.5609,20220522,14:49:13,NA,NA,NA,79.4,Henry Evans,Yes,Yes,BRUV
803,2022-05_PtCloates_stereo-BRUVS_52,Nemipteridae Pentapodus nagasakiensis,2,Nemipteridae,Pentapodus,nagasakiensis,2022-05_PtCloates_stereo-BRUVS,52,-22.7635,113.5348,20220520,8:50:37,NA,NA,NA,91,Molly Gerrans,Yes,Yes,BRUV
805,2022-05_PtCloates_stereo-BRUVS_54,Nemipteridae Pentapodus nagasakiensis,2,Nemipteridae,Pentapodus,nagasakiensis,2022-05_PtCloates_stereo-BRUVS,54,-22.7654,113.5392,20220520,8:32:36,NA,NA,NA,83.1,Molly Gerrans,Yes,Yes,BRUV
780,2021-05_PtCloates_BRUVS_17,Nemipteridae Pentapodus nagasakiensis,1,Nemipteridae,Pentapodus,nagasakiensis,2021-05_PtCloates_BRUVS,17,-22.7757,113.5195,20210518,12:28:00,Point Cloates,Fished,outNP.5,104,Charlotte Aston,Yes,Yes,BRUV
781,2021-05_PtCloates_BRUVS_27,Nemipteridae Pentapodus nagasakiensis,1,Nemipteridae,Pentapodus,nagasakiensis,2021-05_PtCloates_BRUVS,27,-22.7027,113.556,20210518,15:06:00,Point Cloates,No-take,NA,77.8,Gabby Cummins,Yes,Yes,BRUV
782,2021-05_PtCloates_BRUVS_6,Nemipteridae Pentapodus nagasakiensis,1,Nemipteridae,Pentapodus,nagasakiensis,2021-05_PtCloates_BRUVS,6,-22.721,113.5465,20210518,14:41:00,Point Cloates,No-take,inNP.6,88.5,Charlotte Aston,Yes,Yes,BRUV
784,2022-05_PtCloates_stereo-BRUVS_17,Nemipteridae Pentapodus nagasakiensis,1,Nemipteridae,Pentapodus,nagasakiensis,2022-05_PtCloates_stereo-BRUVS,17,-22.7011,113.5532,20220522,12:45:32,NA,NA,NA,86.5,Henry Evans,Yes,Yes,BRUV
791,2022-05_PtCloates_stereo-BRUVS_26,Nemipteridae Pentapodus nagasakiensis,1,Nemipteridae,Pentapodus,nagasakiensis,2022-05_PtCloates_stereo-BRUVS,26,-22.7615,113.5484,20220520,9:08:31,NA,NA,NA,77.2,Kaitlin McCloghry,Yes,Yes,BRUV
804,2022-05_PtCloates_stereo-BRUVS_53,Nemipteridae Pentapodus nagasakiensis,1,Nemipteridae,Pentapodus,nagasakiensis,2022-05_PtCloates_stereo-BRUVS,53,-22.6839,113.5636,20220526,8:29:10,NA,NA,NA,78.2,Kaitlin McCloghry,Yes,Yes,BRUV
806,2022-05_PtCloates_stereo-BRUVS_59,Nemipteridae Pentapodus nagasakiensis,1,Nemipteridae,Pentapodus,nagasakiensis,2022-05_PtCloates_stereo-BRUVS,59,-22.7437,113.5452,20220520,12:37:35,NA,NA,NA,83.5,Kaitlin McCloghry,Yes,Yes,BRUV
809,2021-05_PtCloates_BRUVS_16,Nemipteridae Pentapodus spp,1,Nemipteridae,Pentapodus,spp,2021-05_PtCloates_BRUVS,16,-22.7812,113.5115,20210518,12:24:00,Point Cloates,Fished,outNP.4,111,Gabby Cummins,Yes,No,BRUV
810,2021-05_PtCloates_BRUVS_17,Nemipteridae Pentapodus spp,1,Nemipteridae,Pentapodus,spp,2021-05_PtCloates_BRUVS,17,-22.7757,113.5195,20210518,12:28:00,Point Cloates,Fished,outNP.5,104,Charlotte Aston,Yes,Yes,BRUV
812,2022-05_PtCloates_stereo-BRUVS_53,Nemipteridae Pentapodus vitta,2,Nemipteridae,Pentapodus,vitta,2022-05_PtCloates_stereo-BRUVS,53,-22.6839,113.5636,20220526,8:29:10,NA,NA,NA,78.2,Kaitlin McCloghry,Yes,Yes,BRUV
811,2022-05_PtCloates_stereo-BRUVS_37,Nemipteridae Pentapodus vitta,1,Nemipteridae,Pentapodus,vitta,2022-05_PtCloates_stereo-BRUVS,37,-22.7475,113.5445,20220520,12:23:05,NA,NA,NA,81.3,Kaitlin McCloghry,Yes,Yes,BRUV
813,2021-05_PtCloates_BRUVS_6,Nemipteridae Unknown spp,1,Nemipteridae,Unknown,spp,2021-05_PtCloates_BRUVS,6,-22.721,113.5465,20210518,14:41:00,Point Cloates,No-take,inNP.6,88.5,Charlotte Aston,Yes,Yes,BRUV
814,2022-05_PtCloates_stereo-BRUVS_37,Pinguipedidae Parapercis clathrata,1,Pinguipedidae,Parapercis,clathrata,2022-05_PtCloates_stereo-BRUVS,37,-22.7475,113.5445,20220520,12:23:05,NA,NA,NA,81.3,Kaitlin McCloghry,Yes,Yes,BRUV
820,2021-05_PtCloates_BRUVS_21,Pinguipedidae Parapercis nebulosa,5,Pinguipedidae,Parapercis,nebulosa,2021-05_PtCloates_BRUVS,21,-22.7563,113.5189,20210518,12:36:00,Point Cloates,Fished,outNP.9,112,Gabby Cummins,Yes,Yes,BRUV
847,2022-05_PtCloates_stereo-BRUVS_50,Pinguipedidae Parapercis nebulosa,5,Pinguipedidae,Parapercis,nebulosa,2022-05_PtCloates_stereo-BRUVS,50,-22.7173,113.5528,20220522,10:14:30,NA,NA,NA,81.9,Kaitlin McCloghry,Yes,Yes,BRUV
827,2022-05_PtCloates_stereo-BRUVS_15,Pinguipedidae Parapercis nebulosa,4,Pinguipedidae,Parapercis,nebulosa,2022-05_PtCloates_stereo-BRUVS,15,-22.6977,113.5561,20220522,12:55:29,NA,NA,NA,83.9,Kaitlin McCloghry,Yes,Yes,BRUV
832,2022-05_PtCloates_stereo-BRUVS_22,Pinguipedidae Parapercis nebulosa,4,Pinguipedidae,Parapercis,nebulosa,2022-05_PtCloates_stereo-BRUVS,22,-22.7072,113.5554,20220522,10:42:04,NA,NA,NA,81.3,Henry Evans,Yes,Yes,BRUV
833,2022-05_PtCloates_stereo-BRUVS_25,Pinguipedidae Parapercis nebulosa,4,Pinguipedidae,Parapercis,nebulosa,2022-05_PtCloates_stereo-BRUVS,25,-22.7053,113.5466,20220522,12:34:21,NA,NA,NA,99.5,Kaitlin McCloghry,Yes,Yes,BRUV
835,2022-05_PtCloates_stereo-BRUVS_28,Pinguipedidae Parapercis nebulosa,4,Pinguipedidae,Parapercis,nebulosa,2022-05_PtCloates_stereo-BRUVS,28,-22.6987,113.5625,20220522,13:05:17,NA,NA,NA,76.3,Kaitlin McCloghry,Yes,Yes,BRUV
842,2022-05_PtCloates_stereo-BRUVS_40,Pinguipedidae Parapercis nebulosa,4,Pinguipedidae,Parapercis,nebulosa,2022-05_PtCloates_stereo-BRUVS,40,-22.7522,113.5444,20220520,11:58:07,NA,NA,NA,84.1,Henry Evans,Yes,Yes,BRUV
849,2022-05_PtCloates_stereo-BRUVS_52,Pinguipedidae Parapercis nebulosa,4,Pinguipedidae,Parapercis,nebulosa,2022-05_PtCloates_stereo-BRUVS,52,-22.7635,113.5348,20220520,8:50:37,NA,NA,NA,91,Molly Gerrans,Yes,Yes,BRUV
816,2021-05_PtCloates_BRUVS_13,Pinguipedidae Parapercis nebulosa,3,Pinguipedidae,Parapercis,nebulosa,2021-05_PtCloates_BRUVS,13,-22.7963,113.5041,20210518,12:08:00,Point Cloates,Fished,outNP.1,116,Charlotte Aston,Yes,Yes,BRUV
821,2021-05_PtCloates_BRUVS_27,Pinguipedidae Parapercis nebulosa,3,Pinguipedidae,Parapercis,nebulosa,2021-05_PtCloates_BRUVS,27,-22.7027,113.556,20210518,15:06:00,Point Cloates,No-take,NA,77.8,Gabby Cummins,Yes,Yes,BRUV
824,2021-05_PtCloates_BRUVS_7,Pinguipedidae Parapercis nebulosa,3,Pinguipedidae,Parapercis,nebulosa,2021-05_PtCloates_BRUVS,7,-22.7287,113.5365,20210518,12:57:00,Point Cloates,No-take,inNP.7,100,Charlotte Aston,Yes,Yes,BRUV
831,2022-05_PtCloates_stereo-BRUVS_21,Pinguipedidae Parapercis nebulosa,3,Pinguipedidae,Parapercis,nebulosa,2022-05_PtCloates_stereo-BRUVS,21,-22.6893,113.5652,20220522,14:43:14,NA,NA,NA,77.3,Kaitlin McCloghry,Yes,Yes,BRUV
838,2022-05_PtCloates_stereo-BRUVS_34,Pinguipedidae Parapercis nebulosa,3,Pinguipedidae,Parapercis,nebulosa,2022-05_PtCloates_stereo-BRUVS,34,-22.6928,113.5645,20220522,14:38:27,NA,NA,NA,76.4,Kaitlin McCloghry,Yes,Yes,BRUV
839,2022-05_PtCloates_stereo-BRUVS_35,Pinguipedidae Parapercis nebulosa,3,Pinguipedidae,Parapercis,nebulosa,2022-05_PtCloates_stereo-BRUVS,35,-22.6987,113.551,20220522,12:46:10,NA,NA,NA,94.6,Kaitlin McCloghry,Yes,Yes,BRUV
845,2022-05_PtCloates_stereo-BRUVS_45,Pinguipedidae Parapercis nebulosa,3,Pinguipedidae,Parapercis,nebulosa,2022-05_PtCloates_stereo-BRUVS,45,-22.7602,113.5432,20220520,9:23:19,NA,NA,NA,81.8,test video,Yes,Yes,BRUV
854,2022-05_PtCloates_stereo-BRUVS_6,Pinguipedidae Parapercis nebulosa,3,Pinguipedidae,Parapercis,nebulosa,2022-05_PtCloates_stereo-BRUVS,6,-22.7459,113.5531,20220520,12:30:12,NA,NA,NA,74.3,Kaitlin McCloghry,Yes,Yes,BRUV
817,2021-05_PtCloates_BRUVS_16,Pinguipedidae Parapercis nebulosa,2,Pinguipedidae,Parapercis,nebulosa,2021-05_PtCloates_BRUVS,16,-22.7812,113.5115,20210518,12:24:00,Point Cloates,Fished,outNP.4,111,Gabby Cummins,Yes,No,BRUV
818,2021-05_PtCloates_BRUVS_17,Pinguipedidae Parapercis nebulosa,2,Pinguipedidae,Parapercis,nebulosa,2021-05_PtCloates_BRUVS,17,-22.7757,113.5195,20210518,12:28:00,Point Cloates,Fished,outNP.5,104,Charlotte Aston,Yes,Yes,BRUV
822,2021-05_PtCloates_BRUVS_4,Pinguipedidae Parapercis nebulosa,2,Pinguipedidae,Parapercis,nebulosa,2021-05_PtCloates_BRUVS,4,-22.6937,113.5413,20210518,15:00:00,Point Cloates,No-take,inNP.4,110,Charlotte Aston,Yes,Yes,BRUV
836,2022-05_PtCloates_stereo-BRUVS_29,Pinguipedidae Parapercis nebulosa,2,Pinguipedidae,Parapercis,nebulosa,2022-05_PtCloates_stereo-BRUVS,29,-22.691,113.5564,20220522,14:54:59,NA,NA,NA,87.9,Henry Evans,Yes,Yes,BRUV
844,2022-05_PtCloates_stereo-BRUVS_43,Pinguipedidae Parapercis nebulosa,2,Pinguipedidae,Parapercis,nebulosa,2022-05_PtCloates_stereo-BRUVS,43,-22.7328,113.5589,20220522,8:03:30,NA,NA,NA,70.6,Henry Evans,Yes,Yes,BRUV
846,2022-05_PtCloates_stereo-BRUVS_5,Pinguipedidae Parapercis nebulosa,2,Pinguipedidae,Parapercis,nebulosa,2022-05_PtCloates_stereo-BRUVS,5,-22.7218,113.5506,20220522,8:50:54,NA,NA,NA,81.9,Kaitlin McCloghry,Yes,Yes,BRUV
851,2022-05_PtCloates_stereo-BRUVS_54,Pinguipedidae Parapercis nebulosa,2,Pinguipedidae,Parapercis,nebulosa,2022-05_PtCloates_stereo-BRUVS,54,-22.7654,113.5392,20220520,8:32:36,NA,NA,NA,83.1,Molly Gerrans,Yes,Yes,BRUV
855,2022-05_PtCloates_stereo-BRUVS_60,Pinguipedidae Parapercis nebulosa,2,Pinguipedidae,Parapercis,nebulosa,2022-05_PtCloates_stereo-BRUVS,60,-22.7516,113.5386,20220520,12:05:02,NA,NA,NA,91,Kaitlin McCloghry,Yes,Yes,BRUV
856,2022-05_PtCloates_stereo-BRUVS_61,Pinguipedidae Parapercis nebulosa,2,Pinguipedidae,Parapercis,nebulosa,2022-05_PtCloates_stereo-BRUVS,61,-22.6779,113.5654,20220526,8:23:34,NA,NA,NA,79.8,Kaitlin McCloghry,Yes,Yes,BRUV
857,2022-05_PtCloates_stereo-BRUVS_63,Pinguipedidae Parapercis nebulosa,2,Pinguipedidae,Parapercis,nebulosa,2022-05_PtCloates_stereo-BRUVS,63,-22.6744,113.5666,20220526,8:17:59,NA,NA,NA,81.1,Kaitlin McCloghry,Yes,Yes,BRUV
858,2022-05_PtCloates_stereo-BRUVS_64,Pinguipedidae Parapercis nebulosa,2,Pinguipedidae,Parapercis,nebulosa,2022-05_PtCloates_stereo-BRUVS,64,-22.7343,113.5508,20220520,14:30:16,NA,NA,NA,79.2,Kaitlin McCloghry,Yes,Yes,BRUV
859,2022-05_PtCloates_stereo-BRUVS_7,Pinguipedidae Parapercis nebulosa,2,Pinguipedidae,Parapercis,nebulosa,2022-05_PtCloates_stereo-BRUVS,7,-22.7574,113.5382,20220520,9:36:32,NA,NA,NA,89.3,Kaitlin McCloghry,Yes,Yes,BRUV
815,2021-05_PtCloates_BRUVS_12,Pinguipedidae Parapercis nebulosa,1,Pinguipedidae,Parapercis,nebulosa,2021-05_PtCloates_BRUVS,12,-22.7262,113.5214,20210518,12:48:00,Point Cloates,No-take,inNP.12,126,Charlotte Aston,Yes,Yes,BRUV
819,2021-05_PtCloates_BRUVS_2,Pinguipedidae Parapercis nebulosa,1,Pinguipedidae,Parapercis,nebulosa,2021-05_PtCloates_BRUVS,2,-22.7108,113.5386,20210518,14:46:00,Point Cloates,No-take,inNP.2,104,Charlotte Aston,Yes,Yes,BRUV
823,2021-05_PtCloates_BRUVS_6,Pinguipedidae Parapercis nebulosa,1,Pinguipedidae,Parapercis,nebulosa,2021-05_PtCloates_BRUVS,6,-22.721,113.5465,20210518,14:41:00,Point Cloates,No-take,inNP.6,88.5,Charlotte Aston,Yes,Yes,BRUV
825,2021-05_PtCloates_BRUVS_8,Pinguipedidae Parapercis nebulosa,1,Pinguipedidae,Parapercis,nebulosa,2021-05_PtCloates_BRUVS,8,-22.6884,113.5563,20210518,15:12:00,Point Cloates,No-take,inNP.8,89.3,Charlotte Aston,Yes,Yes,BRUV
826,2022-05_PtCloates_stereo-BRUVS_12,Pinguipedidae Parapercis nebulosa,1,Pinguipedidae,Parapercis,nebulosa,2022-05_PtCloates_stereo-BRUVS,12,-22.7505,113.5476,20220520,12:11:27,NA,NA,NA,80.5,Henry Evans,Yes,Yes,BRUV
828,2022-05_PtCloates_stereo-BRUVS_17,Pinguipedidae Parapercis nebulosa,1,Pinguipedidae,Parapercis,nebulosa,2022-05_PtCloates_stereo-BRUVS,17,-22.7011,113.5532,20220522,12:45:32,NA,NA,NA,86.5,Henry Evans,Yes,Yes,BRUV
829,2022-05_PtCloates_stereo-BRUVS_18,Pinguipedidae Parapercis nebulosa,1,Pinguipedidae,Parapercis,nebulosa,2022-05_PtCloates_stereo-BRUVS,18,-22.7101,113.5492,20220522,10:29:53,NA,NA,NA,91.5,Henry Evans,Yes,Yes,BRUV
830,2022-05_PtCloates_stereo-BRUVS_19,Pinguipedidae Parapercis nebulosa,1,Pinguipedidae,Parapercis,nebulosa,2022-05_PtCloates_stereo-BRUVS,19,-22.6847,113.5669,20220526,8:33:41,NA,NA,NA,76.4,Kaitlin McCloghry,Yes,Yes,BRUV
834,2022-05_PtCloates_stereo-BRUVS_26,Pinguipedidae Parapercis nebulosa,1,Pinguipedidae,Parapercis,nebulosa,2022-05_PtCloates_stereo-BRUVS,26,-22.7615,113.5484,20220520,9:08:31,NA,NA,NA,77.2,Kaitlin McCloghry,Yes,Yes,BRUV
837,2022-05_PtCloates_stereo-BRUVS_30,Pinguipedidae Parapercis nebulosa,1,Pinguipedidae,Parapercis,nebulosa,2022-05_PtCloates_stereo-BRUVS,30,-22.7058,113.5588,20220522,10:47:54,NA,NA,NA,78.5,Kaitlin McCloghry,Yes,Yes,BRUV
840,2022-05_PtCloates_stereo-BRUVS_37,Pinguipedidae Parapercis nebulosa,1,Pinguipedidae,Parapercis,nebulosa,2022-05_PtCloates_stereo-BRUVS,37,-22.7475,113.5445,20220520,12:23:05,NA,NA,NA,81.3,Kaitlin McCloghry,Yes,Yes,BRUV
841,2022-05_PtCloates_stereo-BRUVS_38,Pinguipedidae Parapercis nebulosa,1,Pinguipedidae,Parapercis,nebulosa,2022-05_PtCloates_stereo-BRUVS,38,-22.6868,113.5642,20220526,8:38:39,NA,NA,NA,78.6,Kaitlin McCloghry,Yes,Yes,BRUV
843,2022-05_PtCloates_stereo-BRUVS_41,Pinguipedidae Parapercis nebulosa,1,Pinguipedidae,Parapercis,nebulosa,2022-05_PtCloates_stereo-BRUVS,41,-22.7154,113.5479,20220522,10:21:59,NA,NA,NA,89.7,Henry Evans,Yes,Yes,BRUV
848,2022-05_PtCloates_stereo-BRUVS_51,Pinguipedidae Parapercis nebulosa,1,Pinguipedidae,Parapercis,nebulosa,2022-05_PtCloates_stereo-BRUVS,51,-22.69,113.5609,20220522,14:49:13,NA,NA,NA,79.4,Henry Evans,Yes,Yes,BRUV
850,2022-05_PtCloates_stereo-BRUVS_53,Pinguipedidae Parapercis nebulosa,1,Pinguipedidae,Parapercis,nebulosa,2022-05_PtCloates_stereo-BRUVS,53,-22.6839,113.5636,20220526,8:29:10,NA,NA,NA,78.2,Kaitlin McCloghry,Yes,Yes,BRUV
852,2022-05_PtCloates_stereo-BRUVS_56,Pinguipedidae Parapercis nebulosa,1,Pinguipedidae,Parapercis,nebulosa,2022-05_PtCloates_stereo-BRUVS,56,-22.7534,113.5302,20220520,10:09:08,NA,NA,NA,99.8,Kaitlin McCloghry,Yes,Yes,BRUV
853,2022-05_PtCloates_stereo-BRUVS_59,Pinguipedidae Parapercis nebulosa,1,Pinguipedidae,Parapercis,nebulosa,2022-05_PtCloates_stereo-BRUVS,59,-22.7437,113.5452,20220520,12:37:35,NA,NA,NA,83.5,Kaitlin McCloghry,Yes,Yes,BRUV
860,2022-05_PtCloates_stereo-BRUVS_9,Pinguipedidae Parapercis nebulosa,1,Pinguipedidae,Parapercis,nebulosa,2022-05_PtCloates_stereo-BRUVS,9,-22.6934,113.5571,20220522,14:27:15,NA,NA,NA,84.9,Henry Evans,Yes,Yes,BRUV
861,2021-05_PtCloates_BRUVS_1,Pinguipedidae Parapercis spp,2,Pinguipedidae,Parapercis,spp,2021-05_PtCloates_BRUVS,1,-22.696,113.5315,20210518,14:56:00,Point Cloates,No-take,inNP.1,129,Charlotte Aston/Henry Evans,Yes,Yes,BRUV
862,2022-05_PtCloates_stereo-BRUVS_40,Pinguipedidae Parapercis spp,2,Pinguipedidae,Parapercis,spp,2022-05_PtCloates_stereo-BRUVS,40,-22.7522,113.5444,20220520,11:58:07,NA,NA,NA,84.1,Henry Evans,Yes,Yes,BRUV
864,2022-05_PtCloates_stereo-BRUVS_25,Pomacanthidae Apolemichthys trimaculatus,2,Pomacanthidae,Apolemichthys,trimaculatus,2022-05_PtCloates_stereo-BRUVS,25,-22.7053,113.5466,20220522,12:34:21,NA,NA,NA,99.5,Kaitlin McCloghry,Yes,Yes,BRUV
863,2022-05_PtCloates_stereo-BRUVS_2,Pomacanthidae Apolemichthys trimaculatus,1,Pomacanthidae,Apolemichthys,trimaculatus,2022-05_PtCloates_stereo-BRUVS,2,-22.6957,113.5628,20220522,14:16:25,NA,NA,NA,77.3,Kaitlin McCloghry,Yes,Yes,BRUV
865,2022-05_PtCloates_stereo-BRUVS_45,Pomacanthidae Chaetodontoplus personifer,2,Pomacanthidae,Chaetodontoplus,personifer,2022-05_PtCloates_stereo-BRUVS,45,-22.7602,113.5432,20220520,9:23:19,NA,NA,NA,81.8,test video,Yes,Yes,BRUV
866,2022-05_PtCloates_stereo-BRUVS_46,Pomacanthidae Chaetodontoplus personifer,1,Pomacanthidae,Chaetodontoplus,personifer,2022-05_PtCloates_stereo-BRUVS,46,-22.693,113.5605,20220522,14:30:54,NA,NA,NA,79.5,Kaitlin McCloghry,Yes,Yes,BRUV
867,2022-05_PtCloates_stereo-BRUVS_2,Pomacanthidae Pomacanthus imperator,1,Pomacanthidae,Pomacanthus,imperator,2022-05_PtCloates_stereo-BRUVS,2,-22.6957,113.5628,20220522,14:16:25,NA,NA,NA,77.3,Kaitlin McCloghry,Yes,Yes,BRUV
868,2022-05_PtCloates_stereo-BRUVS_19,Pomacanthidae Pomacanthus semicirculatus,2,Pomacanthidae,Pomacanthus,semicirculatus,2022-05_PtCloates_stereo-BRUVS,19,-22.6847,113.5669,20220526,8:33:41,NA,NA,NA,76.4,Kaitlin McCloghry,Yes,Yes,BRUV
870,2022-05_PtCloates_stereo-BRUVS_29,Pomacanthidae Pomacanthus semicirculatus,2,Pomacanthidae,Pomacanthus,semicirculatus,2022-05_PtCloates_stereo-BRUVS,29,-22.691,113.5564,20220522,14:54:59,NA,NA,NA,87.9,Henry Evans,Yes,Yes,BRUV
869,2022-05_PtCloates_stereo-BRUVS_2,Pomacanthidae Pomacanthus semicirculatus,1,Pomacanthidae,Pomacanthus,semicirculatus,2022-05_PtCloates_stereo-BRUVS,2,-22.6957,113.5628,20220522,14:16:25,NA,NA,NA,77.3,Kaitlin McCloghry,Yes,Yes,BRUV
871,2022-05_PtCloates_stereo-BRUVS_46,Pomacanthidae Pomacanthus semicirculatus,1,Pomacanthidae,Pomacanthus,semicirculatus,2022-05_PtCloates_stereo-BRUVS,46,-22.693,113.5605,20220522,14:30:54,NA,NA,NA,79.5,Kaitlin McCloghry,Yes,Yes,BRUV
872,2022-05_PtCloates_stereo-BRUVS_55,Pomacanthidae Pomacanthus semicirculatus,1,Pomacanthidae,Pomacanthus,semicirculatus,2022-05_PtCloates_stereo-BRUVS,55,-22.7564,113.529,20220520,9:48:49,NA,NA,NA,89.1,test video,Yes,Yes,BRUV
873,2022-05_PtCloates_stereo-BRUVS_58,Pomacanthidae Pomacanthus semicirculatus,1,Pomacanthidae,Pomacanthus,semicirculatus,2022-05_PtCloates_stereo-BRUVS,58,-22.7056,113.5502,20220522,12:28:44,NA,NA,NA,90.9,Kaitlin McCloghry,Yes,Yes,BRUV
874,2021-05_PtCloates_BRUVS_1,Pteroidae Pterois antennata,1,Pteroidae,Pterois,antennata,2021-05_PtCloates_BRUVS,1,-22.696,113.5315,20210518,14:56:00,Point Cloates,No-take,inNP.1,129,Charlotte Aston/Henry Evans,Yes,Yes,BRUV
875,2021-05_PtCloates_BRUVS_14,Rhinobatidae Rhinobatos sainsburyi,1,Rhinobatidae,Rhinobatos,sainsburyi,2021-05_PtCloates_BRUVS,14,-22.7413,113.4991,20210519,8:48:00,Point Cloates,Fished,outNP.2,179,Gabby Cummins,Yes,Yes,BRUV
876,2022-05_PtCloates_stereo-BRUVS_16,Rhynchobatidae Rhynchobatus laevis,1,Rhynchobatidae,Rhynchobatus,laevis,2022-05_PtCloates_stereo-BRUVS,16,-22.7406,113.5395,20220520,14:06:11,NA,NA,NA,93.2,Henry Evans,Yes,Yes,BRUV
877,2022-05_PtCloates_stereo-BRUVS_23,Rhynchobatidae Rhynchobatus laevis,1,Rhynchobatidae,Rhynchobatus,laevis,2022-05_PtCloates_stereo-BRUVS,23,-22.734,113.542,20220520,14:15:28,NA,NA,NA,91.4,Henry Evans,Yes,Yes,BRUV
878,2022-05_PtCloates_stereo-BRUVS_2,Scaridae Scarus ghobban,1,Scaridae,Scarus,ghobban,2022-05_PtCloates_stereo-BRUVS,2,-22.6957,113.5628,20220522,14:16:25,NA,NA,NA,77.3,Kaitlin McCloghry,Yes,Yes,BRUV
