"imageptpair","filenameleft","frameleft","filenameright","frameright","sample","periodtime","length","precision","rms","range","direction","horzdir","vertdir","midx","midy","midz","family","genus","species","code","number","stage","activity","attribute9","attribute10","campaignid","x","y","z","sx","sy","sz","latitude","longitude","date.time","location","status","depth","successful.count","successful.length"
"9","20220527_BOTTOM_1_0006_0001.mp4","18311","20220527_TOP_1_0006_0001.mp4","19777","273","0.33756",480.30529,"3.56542","12.01787","3014.42217","6.75995","18.96253","76.23943","-344.80987","83.71694","-2993.46599","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
"21","20220527_BOTTOM_1_0006_0001.mp4","19462","20220527_TOP_1_0006_0001.mp4","20928","273","0.65760",99.56187,"4.89360","1.68638","1716.07648","11.02881","49.91798","40.79712","-267.75956","189.94480","-1684.38247","Apogonidae","Ostorhinchus","aureus","37327020",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
"23","20220527_BOTTOM_1_0006_0001.mp4","19913","20220527_TOP_1_0006_0001.mp4","21379","273","0.78300",104.26941,"7.18538","9.41691","2996.03981","20.75614","15.66986","70.77060","520.94339","-925.18853","-2801.58860","Serranidae","Pseudanthias","spp",NA,10,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
"24","20220527_BOTTOM_1_0006_0001.mp4","20045","20220527_TOP_1_0006_0001.mp4","21511","273","0.81971",326.25764,"18.80145","6.15906","3611.34780","13.58125","37.91378","29.53490","770.55711","354.11628","-3510.36698","Balistidae","Xanthichthys","lineopunctatus","37465016",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
"25","20220527_BOTTOM_1_0006_0001.mp4","20296","20220527_TOP_1_0006_0001.mp4","21762","273","0.88950",70.46866,"1.27112","3.23252","1009.13804","21.02664","75.20764","72.64856","-177.53780","-315.56749","-941.94324","Apogonidae","Ostorhinchus","semilineatus","37327004",5,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
"26","20220527_BOTTOM_1_0006_0001.mp4","23442","20220527_TOP_1_0006_0001.mp4","24908","273","1.76426",184.15191,"4.42279","12.04091","1985.63090","23.93637","32.10037","63.83666","67.29527","802.79829","-1814.85987","Holocentridae","Sargocentron","rubrum","37261001",2,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
"27","20220527_BOTTOM_1_0006_0001.mp4","23489","20220527_TOP_1_0006_0001.mp4","24955","273","1.77733",210.25115,"2.54097","1.62240","1600.44713","5.89195","52.34645","66.08238","164.00201","-9.73000","-1591.99236","Holocentridae","Sargocentron","rubrum","37261001",2,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
"28","20220527_BOTTOM_1_0006_0001.mp4","23530","20220527_TOP_1_0006_0001.mp4","24996","273","1.78873",197.8354,"3.22881","1.76532","2258.23835","14.94356","20.81298","77.50837","354.77456","461.77763","-2181.86546","Holocentridae","Sargocentron","rubrum","37261001",2,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
"29","20220527_BOTTOM_1_0006_0001.mp4","23535","20220527_TOP_1_0006_0001.mp4","25001","273","1.79012",167.62492,"3.51462","1.84322","2268.56265","15.53104","28.52149","76.47417","359.31440","489.76082","-2185.72733","Holocentridae","Sargocentron","rubrum","37261001",2,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
"30","20220527_BOTTOM_1_0006_0001.mp4","23544","20220527_TOP_1_0006_0001.mp4","25010","273","1.79262",192.16264,"2.14982","4.66287","1719.30756","11.62396","48.14362","74.67076","292.98263","184.84417","-1684.04641","Holocentridae","Sargocentron","rubrum","37261001",2,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
"31","20220527_BOTTOM_1_0006_0001.mp4","23738","20220527_TOP_1_0006_0001.mp4","25204","273","1.84657",227.71633,"15.40849","4.64291","3383.29558","9.40955","51.98913","51.04658","552.11672","-33.56753","-3337.77311","Holocentridae","Sargocentron","rubrum","37261001",2,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
"32","20220527_BOTTOM_1_0006_0001.mp4","23738","20220527_TOP_1_0006_0001.mp4","25204","273","1.84657",153.46303,"13.09995","2.42912","3310.43574","8.84067","44.78116","51.88314","500.03566","93.87817","-3271.10624","Holocentridae","Sargocentron","rubrum","37261001",2,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
"33","20220527_BOTTOM_1_0006_0001.mp4","23738","20220527_TOP_1_0006_0001.mp4","25204","273","1.84657",213.0886,"4.70798","8.37520","3409.39736","8.04337","11.60957","59.36103","429.20568","208.23366","-3375.85716","Holocentridae","Sargocentron","rubrum","37261001",2,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
"34","20220527_BOTTOM_1_0006_0001.mp4","24244","20220527_TOP_1_0006_0001.mp4","25710","273","1.98726",207.80081,"7.05042","5.54480","2582.90968","16.76537","80.99500","71.39480","291.56110","685.63073","-2473.12051","Holocentridae","Sargocentron","rubrum","37261001",2,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
"35","20220527_BOTTOM_1_0006_0001.mp4","24244","20220527_TOP_1_0006_0001.mp4","25710","273","1.98726",185.59359,"8.06647","8.07533","2706.89061","18.93343","51.88539","64.64187","350.71092","805.24426","-2560.43752","Holocentridae","Sargocentron","rubrum","37261001",2,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
"36","20220527_BOTTOM_1_0006_0001.mp4","24256","20220527_TOP_1_0006_0001.mp4","25722","273","1.99060",244.92373,"15.87495","2.01260","2838.14347","12.86632","53.98477","24.22774","271.68765","570.61077","-2766.88408","Holocentridae","Sargocentron","rubrum","37261001",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
"37","20220527_BOTTOM_1_0006_0001.mp4","24286","20220527_TOP_1_0006_0001.mp4","25752","273","1.99894",200.60015,"5.90792","9.87669","2739.23639","16.79775","38.14805","82.32581","198.59972","766.30679","-2622.35544","Holocentridae","Sargocentron","rubrum","37261001",2,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
"38","20220527_BOTTOM_1_0006_0001.mp4","24590","20220527_TOP_1_0006_0001.mp4","26056","273","2.08347",176.12817,"7.30776","6.84041","2650.85340","28.32005","26.66642","40.58792","496.22647","1155.51014","-2333.57651","Holocentridae","Sargocentron","rubrum","37261001",4,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
"39","20220527_BOTTOM_1_0006_0001.mp4","25193","20220527_TOP_1_0006_0001.mp4","26659","273","2.25114",413.48717,"20.15527","4.33919","2802.69073","11.67227","87.14912","18.18328","252.18195","507.85614","-2744.73345","Serranidae","Cephalopholis","sonnerati","37311045",2,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
"40","20220527_BOTTOM_1_0006_0001.mp4","25715","20220527_TOP_1_0006_0001.mp4","27181","273","2.39628",121.45497,"4.54116","3.71210","2024.94643","30.81959","1.28402","61.08893","-3.91241","-1037.44655","-1738.99321","Caesionidae","Pterocaesio","chrysozona","37346009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
"41","20220527_BOTTOM_1_0006_0001.mp4","25715","20220527_TOP_1_0006_0001.mp4","27181","273","2.39628",162.60282,"5.03553","2.29573","2126.18475","23.22121","35.69415","63.84287","177.46182","-819.31821","-1953.94129","Caesionidae","Pterocaesio","chrysozona","37346009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
"42","20220527_BOTTOM_1_0006_0001.mp4","26965","20220527_TOP_1_0006_0001.mp4","28431","273","2.74385",315.15791,"3.29823","4.49764","1880.77712","17.59828","64.65770","73.39522","-451.89612","-345.16292","-1792.75626","Lethrinidae","Lethrinus","ravus","37351031",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
"43","20220527_BOTTOM_1_0006_0001.mp4","27486","20220527_TOP_1_0006_0001.mp4","28952","273","2.88872",363.56508,"35.61672","16.61383","5541.57962","28.06841","79.03421","80.88080","442.21705","-2569.68111","-4889.81469","Pomacanthidae","Pomacanthus","semicirculatus","37365080",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
"44","20220527_BOTTOM_1_0006_0001.mp4","27821","20220527_TOP_1_0006_0001.mp4","29287","273","2.98187",203.97675,"7.87503","0.40725","2905.07821","13.01672","19.71906","26.46866","577.13623","308.31243","-2830.43046","Chaetodontidae","Heniochus","acuminatus","37365011",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
"45","20220527_BOTTOM_1_0006_0001.mp4","27821","20220527_TOP_1_0006_0001.mp4","29287","273","2.98187",233.76074,"3.51957","2.65792","3132.92860","7.84010","0.93827","38.82136","352.07029","-242.24501","-3103.64390","Chaetodontidae","Heniochus","acuminatus","37365011",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
"46","20220527_BOTTOM_1_0006_0001.mp4","28162","20220527_TOP_1_0006_0001.mp4","29628","273","3.07668",220.00891,"3.73802","1.56793","2416.97006","3.80341","27.61222","64.79081","108.84164","-117.71900","-2411.64674","Chaetodontidae","Heniochus","acuminatus","37365011",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6741","113.5665","2022-05-27T09:48:58+0800",NA,"No-take","77.2","Yes","Yes"
"47","20220527_BOTTOM_1_0006_0001.mp4","66178","20220527_TOP_1_0006_0001.mp4","67644","267","1.43755",262.43986,"19.57696","11.78099","2768.65581","19.45851","84.18436","10.91747","-902.70033","189.15835","-2610.51838","Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6751","113.5615","2022-05-27T10:02:00+0800",NA,"No-take","88.4","Yes","Yes"
"48","20220527_BOTTOM_1_0006_0001.mp4","66266","20220527_TOP_1_0006_0001.mp4","67732","267","1.46202",75.62536,"5.14664","4.85842","1653.29020","25.59767","88.43224","45.72211","-634.40009","328.27507","-1491.01995","Balistidae","Sufflamen","fraenatum","37465014",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6751","113.5615","2022-05-27T10:02:00+0800",NA,"No-take","88.4","Yes","Yes"
"51","20220527_BOTTOM_1_0006_0001.mp4","67142","20220527_TOP_1_0006_0001.mp4","68608","267","1.70559",106.74112,"10.11424","5.33783","2215.54790","28.41493","69.90993","10.54797","-532.33933","910.00693","-1948.62893","Cirrhitidae","Cyprinocirrhites","polyactis","37374006",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6751","113.5615","2022-05-27T10:02:00+0800",NA,"No-take","88.4","Yes","Yes"
"52","20220527_BOTTOM_1_0006_0001.mp4","67142","20220527_TOP_1_0006_0001.mp4","68608","267","1.70559",65.74896,"6.25337","2.77790","2263.39249","23.57384","34.04756","43.81826","-511.54500","746.79905","-2074.50198","Cirrhitidae","Cyprinocirrhites","polyactis","37374006",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS",NA,NA,NA,NA,NA,NA,"-22.6751","113.5615","2022-05-27T10:02:00+0800",NA,"No-take","88.4","Yes","Yes"
"1","20210519_1108-1552_BOTTOM2_0003_0001.mp4","67231","20210519_1108-1552_TOP2_0004_0001.mp4","17609","34","0.82777",NA,NA,"1.27082","2984.71067","31.94538",NA,NA,NA,NA,NA,"SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS","-936.83068","-1254.85815","-2540.90084","4.87459","6.63937","13.05561","-22.7662","113.4889","2021-05-19T13:14:53+08:00","Point Cloates","Fished","179","Yes","Yes"
"2","20210519_1108-1552_BOTTOM2_0004_0001.mp4","6817","20210519_1108-1552_TOP2_0004_0001.mp4","25527","34","3.02942",NA,NA,"1.12820","5370.57686","18.07921",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS","-1015.67655","-1288.18466","-5113.91017","10.78627","14.00982","53.40895","-22.7662","113.4889","2021-05-19T13:14:53+08:00","Point Cloates","Fished","179","Yes","Yes"
"4","20210519_1108-1552_BOTTOM2_0004_0001.mp4","53885","20210519_1108-1552_TOP2_0005_0001.mp4","4263","47","2.40518",NA,NA,"2.83733","4053.68373","34.47473",NA,NA,NA,NA,NA,"Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS","-1112.39534","2028.57608","-3328.63447","7.40362","13.25717","21.98892","-22.7637","113.4839","2021-05-19T13:28:30+08:00","Point Cloates","Fished","190","Yes","Yes"
"5","20210519_1108-1552_BOTTOM2_0004_0001.mp4","55362","20210519_1108-1552_TOP2_0005_0001.mp4","5740","47","2.81587",NA,NA,"0.77784","3115.81844","35.29891",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS","-859.47565","-1565.48934","-2553.20764","4.40260","8.02519","12.81234","-22.7637","113.4839","2021-05-19T13:28:30+08:00","Point Cloates","Fished","190","Yes","Yes"
"6","20210519_1108-1552_BOTTOM2_0005_0001.mp4","37205","20210519_1108-1552_TOP2_0005_0001.mp4","55915","48","0.25831",NA,NA,"1.61267","3176.58756","33.82186",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS","-926.38541","-1488.81987","-2648.76084","4.96126","8.03953","13.97504","-22.7712","113.4688","2021-05-19T13:44:57+08:00","Point Cloates","Fished","208","Yes","Yes"
"8","20210519_1108-1552_BOTTOM2_0006_0001.mp4","50048","20210519_1108-1552_TOP2_0007_0001.mp4","426","29","2.61428",NA,NA,"0.19220","1762.22705","29.93129",NA,NA,NA,NA,NA,"SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS","-472.19375","732.63697","-1531.57445","1.56211","2.36413","4.68963","-22.7758","113.494","2021-05-19T14:05:09+08:00","Point Cloates","Fished","152","Yes","Yes"
"9","20210519_1108-1552_BOTTOM2_0006_0001.mp4","50048","20210519_1108-1552_TOP2_0007_0001.mp4","426","29","2.61428",NA,NA,"0.18806","1577.06379","23.02386",NA,NA,NA,NA,NA,"SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS","-454.73921","408.09533","-1453.89155","1.48025","1.42606","4.33995","-22.7758","113.494","2021-05-19T14:05:09+08:00","Point Cloates","Fished","152","Yes","Yes"
"11","20210519_1108-1552_BOTTOM2_0007_0001.mp4","17793","20210519_1108-1552_TOP2_0007_0001.mp4","36503","40","0.21021",NA,NA,"1.41528","2104.53544","28.64104",NA,NA,NA,NA,NA,"Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS","-616.85617","-817.68611","-1838.46330","2.37641","3.04222","6.76642","-22.7809","113.4964","2021-05-19T14:17:36+08:00","Point Cloates","Fished","138","Yes","Yes"
"12","20210519_1108-1552_BOTTOM2_0010_0001.mp4","66299","20210519_1108-1552_TOP2_0011_0001.mp4","16677","49","0.21104",NA,NA,"0.95050","2880.90021","30.25975",NA,NA,NA,NA,NA,"Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS","-951.64104","-1080.12399","-2495.45537","4.90802","5.71754","12.73643","-22.7986","113.4864","2021-05-19T15:28:04+08:00","Point Cloates","Fished","148","Yes","Yes"
"13","20210519_1108-1552_BOTTOM2_0010_0001.mp4","66299","20210519_1108-1552_TOP2_0011_0001.mp4","16677","49","0.21104",NA,NA,"1.96517","2132.63503","23.42675",NA,NA,NA,NA,NA,"Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS","-835.71155","155.88860","-1955.86735","3.49942","1.14304","8.10663","-22.7986","113.4864","2021-05-19T15:28:04+08:00","Point Cloates","Fished","148","Yes","Yes"
"14","20210519_1108-1552_BOTTOM2_0010_0001.mp4","66299","20210519_1108-1552_TOP2_0011_0001.mp4","16677","49","0.21104",NA,NA,"3.13033","2187.77567","21.07739",NA,NA,NA,NA,NA,"Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS","-761.22980","177.26239","-2043.39658","3.23366","1.29480","8.52557","-22.7986","113.4864","2021-05-19T15:28:04+08:00","Point Cloates","Fished","148","Yes","Yes"
"17","20210519_1108-1552_BOTTOM2_0011_0001.mp4","59656","20210519_1108-1552_TOP2_0012_0001.mp4","10035","31","2.21304",NA,NA,"12.00117","1539.19245","19.95896",NA,NA,NA,NA,NA,"Priacanthidae","Priacanthus","spp",NA,1,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS","-495.57139","-165.09299","-1447.84898","1.61393","0.89439","4.42823","-22.7936","113.5041","2021-05-19T15:43:13+08:00","Point Cloates","Fished","116","Yes","Yes"
"0","20210520_0809-1314_BOTTOM_0002_0001.mp4","31857","20210520_0809-1314_TOP_0002_0001.mp4","24107","19","2.25281",NA,NA,"3.56672","2126.13842","20.11645",NA,NA,NA,NA,NA,"Priacanthidae","Priacanthus","spp",NA,1,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS","-730.99926","-39.96543","-1996.12310","3.05441","0.98251","8.16340","-22.7314","113.5313","2021-05-20T08:09:34+08:00","Point Cloates","No-take","106","Yes","Yes"
"1","20210520_0809-1314_BOTTOM_0002_0001.mp4","33221","20210520_0809-1314_TOP_0002_0001.mp4","25471","19","2.63207",NA,NA,"1.16276","3402.12308","24.87857",NA,NA,NA,NA,NA,"Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS","-1209.60056","-780.68822","-3082.50447","7.57403","5.00041","19.35981","-22.7314","113.5313","2021-05-20T08:09:34+08:00","Point Cloates","No-take","106","Yes","Yes"
"13","20210520_0809-1314_BOTTOM_0003_0001.mp4","11513","20210520_0809-1314_TOP_0003_0001.mp4","3763","22","1.05717",NA,NA,"2.90882","2972.52222","25.86113",NA,NA,NA,NA,NA,"Carangidae","Decapterus","muroadsi","37337071",32,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS","148.36439","-1301.57472","-2668.29151","1.49325","6.83804","14.03495","-22.7438","113.5337","2021-05-20T08:23:06+08:00","Point Cloates","No-take","96.4","Yes","Yes"
"30","20210520_0809-1314_BOTTOM_0003_0001.mp4","12089","20210520_0809-1314_TOP_0003_0001.mp4","4339","22","1.21733",NA,NA,"3.58794","4177.77734","27.71680",NA,NA,NA,NA,NA,"Clupeidae",NA,"spp",NA,50,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS","846.63054","1726.91535","-3708.74691","6.01584","12.12113","25.42077","-22.7438","113.5337","2021-05-20T08:23:06+08:00","Point Cloates","No-take","96.4","Yes","Yes"
"42","20210520_0809-1314_BOTTOM_0004_0001.mp4","30320","20210520_0809-1314_TOP_0004_0001.mp4","22570","46","0.67150",NA,NA,"0.26710","2226.13468","25.98007",NA,NA,NA,NA,NA,"SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS","-757.35243","604.19690","-2004.25522","3.14934","2.66896","8.14103","-22.7463","113.5214","2021-05-20T08:47:47+08:00","Point Cloates","Fished","113","Yes","Yes"
"45","20210520_0809-1314_BOTTOM_0006_0001.mp4","16936","20210520_0809-1314_TOP_0006_0001.mp4","9186","25","0.97264",NA,NA,"1.96707","3088.91036","31.62547",NA,NA,NA,NA,NA,"Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS","-964.10750","-1329.32294","-2616.25008","4.96422","6.70778","13.39014","-22.7262","113.4913","2021-05-20T09:21:43+08:00","Point Cloates","Fished","208","Yes","Yes"
"46","20210520_0809-1314_BOTTOM_0006_0001.mp4","18447","20210520_0809-1314_TOP_0006_0001.mp4","10697","25","1.39278",NA,NA,"1.42962","1726.22248","24.89702",NA,NA,NA,NA,NA,"Gobiidae",NA,"spp",NA,1,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS","-530.99905","488.22711","-1568.28516","1.80821","1.75102","5.00263","-22.7262","113.4913","2021-05-20T09:21:43+08:00","Point Cloates","Fished","208","Yes","Yes"
"55","20210520_0809-1314_BOTTOM_0011_0001.mp4","35238","20210520_0809-1314_TOP_0011_0001.mp4","27488","4","0.80386",NA,NA,"17.75477","2609.37090","16.60099",NA,NA,NA,NA,NA,"SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS","-614.89693","-405.25505","-2503.29514","3.34068","2.50354","12.99888","-22.7113","113.5415","2021-05-20T11:01:54+08:00","Point Cloates","No-take","100","Yes","Yes"
"56","20210520_0809-1314_BOTTOM_0012_0001.mp4","14670","20210520_0809-1314_TOP_0012_0001.mp4","6920","13","0.09732",NA,NA,"2.09015","2275.75605","27.62481",NA,NA,NA,NA,NA,"SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS","-712.48834","766.35749","-2020.92111","2.96830","3.29273","8.23813","-22.7037","113.5389","2021-05-20T11:16:00+08:00","Point Cloates","No-take","107","Yes","Yes"
