"imageptpair","filenameleft","frameleft","filenameright","frameright","sample","periodtime","length","precision","rms","range","direction","horzdir","vertdir","midx","midy","midz","family","genus","species","code","number","stage","activity","attribute9","attribute10","campaignid","x","y","z","sx","sy","sz","latitude","longitude","date.time","location","status","depth","successful.count","successful.length"
"62","20210520_0809-1314_BOTTOM_0016_0001.mp4","22155","20210520_0809-1314_TOP_0016_0001.mp4","14405","9","0.46352",NA,NA,"2.76655","2089.61070","28.56062",NA,NA,NA,NA,NA,"Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS","-683.01854","719.77119","-1838.99102","2.61129","2.82449","6.79298","-22.6937","113.5389","2021-05-20T12:21:40+08:00","Point Cloates","No-take","114","Yes","Yes"
"65","20210520_0809-1314_BOTTOM_0017_0001.mp4","6571","20210520_0809-1314_TOP_0016_0001.mp4","67153","21","0.64286",NA,NA,"1.63830","5033.94035","20.73558",NA,NA,NA,NA,NA,"Pomacanthidae","Chaetodontoplus","spp",NA,1,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS","1366.94142","1093.75159","-4719.71759","12.21720","10.43233","42.05213","-22.6963","113.544","2021-05-20T12:33:40+08:00","Point Cloates","No-take","103","Yes","Yes"
"66","20210520_0809-1314_BOTTOM_0017_0001.mp4","7133","20210520_0809-1314_TOP_0016_0001.mp4","67715","21","0.79913",NA,NA,"0.71905","1682.28604","30.50900",NA,NA,NA,NA,NA,"Serranidae",NA,"spp",NA,1,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS","-440.43989","723.08742","-1453.69997","1.39920","2.20984","4.21314","-22.6963","113.544","2021-05-20T12:33:40+08:00","Point Cloates","No-take","103","Yes","Yes"
"70","20210520_0809-1314_BOTTOM_0017_0001.mp4","9205","20210520_0809-1314_TOP_0017_0001.mp4","1455","21","1.37526",NA,NA,"0.97460","2018.19456","23.90480",NA,NA,NA,NA,NA,"Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS","-684.76002","427.54372","-1849.70792","2.63307","1.88984","6.92433","-22.6963","113.544","2021-05-20T12:33:40+08:00","Point Cloates","No-take","103","Yes","Yes"
"71","20210520_0809-1314_BOTTOM_0017_0001.mp4","11129","20210520_0809-1314_TOP_0017_0001.mp4","3379","21","1.91024",NA,NA,"3.96399","4686.92678","21.25693",NA,NA,NA,NA,NA,"Mullidae",NA,NA,NA,1,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS","587.74460","1572.26898","-4376.04949","5.31895","13.65176","37.12589","-22.6963","113.544","2021-05-20T12:33:40+08:00","Point Cloates","No-take","103","Yes","Yes"
"73","20210520_0809-1314_BOTTOM_0017_0001.mp4","13401","20210520_0809-1314_TOP_0017_0001.mp4","5651","21","2.54198",NA,NA,"17.43633","6002.62924","29.07769",NA,NA,NA,NA,NA,"SUS","SUS","SUS","2",20,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS","1100.00547","2646.17348","-5274.40155","10.87209","26.42013","51.26811","-22.6963","113.544","2021-05-20T12:33:40+08:00","Point Cloates","No-take","103","Yes","Yes"
"74","20210520_0809-1314_BOTTOM_0018_0001.mp4","33894","20210520_0809-1314_TOP_0018_0001.mp4","26144","18","0.44016",NA,NA,"4.73907","5350.42997","27.50022",NA,NA,NA,NA,NA,"Sparidae","Dentex","carpenteri","37353018",1,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS","-299.87469","2428.28722","-4758.21366","3.59749","22.96669","44.41155","-22.6838","113.5489","2021-05-20T13:14:58+08:00","Point Cloates","No-take","102","Yes","Yes"
"76","20210520_0809-1314_BOTTOM_0018_0001.mp4","38089","20210520_0809-1314_TOP_0018_0001.mp4","30339","18","1.60661",NA,NA,"0.46889","2724.04917","33.32729",NA,NA,NA,NA,NA,"Nemipteridae",NA,NA,NA,3,"AD","Passing",NA,NA,"2021-05_PtCloates_BOSS","-815.42608","1241.44360","-2283.49337","3.62880","5.59728","10.10960","-22.6838","113.5489","2021-05-20T13:14:58+08:00","Point Cloates","No-take","102","Yes","Yes"
"0","20220519_BOTTOM_1_0004_0001.mp4","41819","20220519_TOP_1_0004_0001.mp4","39283","248","0.28056",NA,NA,"3.45408","2480.15799","30.67682",NA,NA,NA,NA,NA,"Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-868.17226","897.63372","-2142.82856","3.78336","4.08278","9.21092","-22.7609","113.5473","2022-05-19T08:27:25+0800",NA,"No-take","76.6","Yes","Yes"
"1","20220519_BOTTOM_1_0004_0001.mp4","42847","20220519_TOP_1_0004_0001.mp4","40311","248","0.56640",NA,NA,"7.68371","4107.70925","32.60283",NA,NA,NA,NA,NA,"Ostraciidae",NA,"spp",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","896.76826","1986.25446","-3481.93555","5.77285","12.82859","21.91025","-22.7609","113.5473","2022-05-19T08:27:25+0800",NA,"No-take","76.6","Yes","Yes"
"45","20220519_BOTTOM_1_0005_0001.mp4","40759","20220519_TOP_1_0005_0001.mp4","38223","224","2.50528",NA,NA,"0.03272","6671.46475","18.41515",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","1843.64117","1005.37403","-6332.34966","21.79062","12.43786","75.08839","-22.7598","113.5487","2022-05-19T08:44:41+0800",NA,"No-take","76.1","Yes","Yes"
"47","20220519_BOTTOM_1_0006_0001.mp4","16393","20220519_TOP_1_0006_0001.mp4","13857","232","1.30241",NA,NA,"2.59489","2987.23056","17.14536",NA,NA,NA,NA,NA,"Serranidae","Pseudanthias","spp",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-265.93953","808.85886","-2863.31450","2.02690","4.98516","16.36499","-22.7576","113.5368","2022-05-19T08:59:18+0800",NA,"No-take","90.9","Yes","Yes"
"48","20220519_BOTTOM_1_0006_0001.mp4","16393","20220519_TOP_1_0006_0001.mp4","13857","232","1.30241",NA,NA,"0.57928","3018.50614","29.27512",NA,NA,NA,NA,NA,"Serranidae","Pseudanthias","spp",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-400.02704","1392.51036","-2648.06959","2.40557","7.55119","13.88148","-22.7576","113.5368","2022-05-19T08:59:18+0800",NA,"No-take","90.9","Yes","Yes"
"49","20220519_BOTTOM_1_0006_0001.mp4","16393","20220519_TOP_1_0006_0001.mp4","13857","232","1.30241",NA,NA,"0.18948","2851.71833","32.76908",NA,NA,NA,NA,NA,"Serranidae","Pseudanthias","spp",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-467.34942","1445.25841","-2413.52648","2.44502","7.06853","11.44748","-22.7576","113.5368","2022-05-19T08:59:18+0800",NA,"No-take","90.9","Yes","Yes"
"50","20220519_BOTTOM_1_0006_0001.mp4","19425","20220519_TOP_1_0006_0001.mp4","16889","232","2.14548",NA,NA,"0.30723","2315.31631","30.67179",NA,NA,NA,NA,NA,"Labridae","Coris","caudimacula","37384092",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-772.63511","871.90857","-2000.87482","3.16931","3.70654","8.03048","-22.7576","113.5368","2022-05-19T08:59:18+0800",NA,"No-take","90.9","Yes","Yes"
"52","20220519_BOTTOM_1_0006_0001.mp4","21190","20220519_TOP_1_0006_0001.mp4","18654","232","2.63624",NA,NA,"0.11507","2655.38124","22.09075",NA,NA,NA,NA,NA,"Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-992.70798","102.41331","-2460.70963","5.08381","1.33202","12.56811","-22.7576","113.5368","2022-05-19T08:59:18+0800",NA,"No-take","90.9","Yes","Yes"
"56","20220519_BOTTOM_1_0006_0001.mp4","63341","20220519_TOP_1_0006_0001.mp4","60805","211","0.27528",NA,NA,"1.51900","4654.73859","1.77078",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","136.40834","-95.50455","-4651.75913","2.53988","2.31230","42.63821","-22.7554","113.54","2022-05-19T09:11:46+0800",NA,"No-take","87.2","Yes","Yes"
"58","20220519_BOTTOM_1_0006_0001.mp4","66158","20220519_TOP_1_0006_0001.mp4","63622","211","1.05856",NA,NA,"0.33593","3308.28134","26.28872",NA,NA,NA,NA,NA,"Serranidae","Pseudanthias","spp",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-395.60875","1430.55377","-2956.64253","2.68504","8.40785","17.51004","-22.7554","113.54","2022-05-19T09:11:46+0800",NA,"No-take","87.2","Yes","Yes"
"59","20220519_BOTTOM_1_0006_0001.mp4","66158","20220519_TOP_1_0006_0001.mp4","63622","211","1.05856",NA,NA,"2.32616","3550.45709","27.61769",NA,NA,NA,NA,NA,"Serranidae","Pseudanthias","spp",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-478.59249","1595.71146","-3135.34683","3.29050","9.91944","19.68266","-22.7554","113.54","2022-05-19T09:11:46+0800",NA,"No-take","87.2","Yes","Yes"
"60","20220519_BOTTOM_1_0006_0001.mp4","66158","20220519_TOP_1_0006_0001.mp4","63622","211","1.05856",NA,NA,"3.20101","3610.00673","25.99893",NA,NA,NA,NA,NA,"Serranidae","Pseudanthias","spp",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-501.32673","1522.55982","-3234.59916","3.53503","9.79201","20.99596","-22.7554","113.54","2022-05-19T09:11:46+0800",NA,"No-take","87.2","Yes","Yes"
"61","20220519_BOTTOM_1_0006_0001.mp4","66158","20220519_TOP_1_0006_0001.mp4","63622","211","1.05856",NA,NA,"4.45059","3606.66994","26.64484",NA,NA,NA,NA,NA,"Serranidae","Pseudanthias","spp",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-522.01263","1552.35605","-3213.37231","3.62816","9.91533","20.72152","-22.7554","113.54","2022-05-19T09:11:46+0800",NA,"No-take","87.2","Yes","Yes"
"62","20220519_BOTTOM_1_0006_0001.mp4","68299","20220519_TOP_1_0006_0001.mp4","65763","211","1.65387",NA,NA,"7.19545","4144.43029","32.22417",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","948.60644","1958.29540","-3527.25493","6.15694","12.81151","22.46771","-22.7554","113.54","2022-05-19T09:11:46+0800",NA,"No-take","87.2","Yes","Yes"
"64","20220519_BOTTOM_1_0007_0001.mp4","57697","20220519_TOP_1_0006_0001.mp4","17565","226","1.45034",NA,NA,"1.62136","4616.05077","24.61864",NA,NA,NA,NA,NA,"SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-929.82966","1672.76732","-4200.61793","8.00712","14.30469","35.46127","-22.7536","113.5408","2022-05-19T09:30:58+0800",NA,"No-take","86.6","Yes","Yes"
"66","20220519_BOTTOM_1_0007_0001.mp4","62798","20220519_TOP_1_0007_0001.mp4","60262","226","2.86870",NA,NA,"0.01279","1869.17417","20.99902",NA,NA,NA,NA,NA,"SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-660.45477","-115.95980","-1744.75354","2.46346","0.95101","6.34132","-22.7536","113.5408","2022-05-19T09:30:58+0800",NA,"No-take","86.6","Yes","Yes"
"67","20220519_BOTTOM_1_0008_0001.mp4","34000","20220519_TOP_1_0008_0001.mp4","31464","203","0.77160",NA,NA,"2.10452","4590.42475","19.96533",NA,NA,NA,NA,NA,"SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-769.87841","1354.59411","-4317.91170","6.90695","11.96672","37.39026","-22.7548","113.55","2022-05-19T09:44:17+0800",NA,"No-take","75.7","Yes","Yes"
"68","20220519_BOTTOM_1_0008_0001.mp4","34352","20220519_TOP_1_0008_0001.mp4","31816","203","0.86948",NA,NA,"2.47604","6512.38309","18.67193",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","1702.07344","-1216.51348","-6167.18529","20.02941","14.43354","72.71240","-22.7548","113.55","2022-05-19T09:44:17+0800",NA,"No-take","75.7","Yes","Yes"
"69","20220519_BOTTOM_1_0008_0001.mp4","37037","20220519_TOP_1_0008_0001.mp4","34501","203","1.61606",NA,NA,"1.44315","3223.72694","16.22884",NA,NA,NA,NA,NA,"Cirrhitidae","Cyprinocirrhites","polyactis","37374006",2,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-835.64717","329.07430","-3096.09743","5.39038","2.60206","19.56629","-22.7548","113.55","2022-05-19T09:44:17+0800",NA,"No-take","75.7","Yes","Yes"
"88","20220519_BOTTOM_1_0010_0001.mp4","69969","20220519_TOP_1_0010_0001.mp4","67433","264","0.06507",NA,NA,"1.44468","6507.60752","16.49054",NA,NA,NA,NA,NA,"Mullidae","Parupeneus","spilurus","37355015",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","734.93643","-1707.27607","-6236.50803","9.30531","20.78296","75.95144","-22.7655","113.5389","2022-05-19T10:34:40+0800",NA,"No-take","81.6","Yes","Yes"
"89","20220519_BOTTOM_1_0010_0001.mp4","69969","20220519_TOP_1_0010_0001.mp4","67433","264","0.06507",NA,NA,"1.34333","6403.96563","13.40331",NA,NA,NA,NA,NA,"Mullidae","Parupeneus","spilurus","37355015",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","748.06345","-1294.72198","-6226.94723","9.45266","15.82351","75.72653","-22.7655","113.5389","2022-05-19T10:34:40+0800",NA,"No-take","81.6","Yes","Yes"
"90","20220519_BOTTOM_1_0010_0001.mp4","69994","20220519_TOP_1_0010_0001.mp4","67458","264","0.07202",NA,NA,"0.25578","4320.51575","27.38734",NA,NA,NA,NA,NA,"Serranidae","Plectropomus","spp",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","1099.16277","-1663.54977","-3832.92312","7.95634","11.99362","27.61855","-22.7655","113.5389","2022-05-19T10:34:40+0800",NA,"No-take","81.6","Yes","Yes"
"100","20220519_BOTTOM_1_0011_0001.mp4","1623","20220519_TOP_1_0010_0001.mp4","71015","264","1.06106",NA,NA,"0.48693","3187.32709","19.79602",NA,NA,NA,NA,NA,"SUS","SUS","SUS","2",1000,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","801.55145","742.99974","-2994.08094","4.69731","4.33030","17.04205","-22.7655","113.5389","2022-05-19T10:34:40+0800",NA,"No-take","81.6","Yes","Yes"
"103","20220519_BOTTOM_1_0011_0001.mp4","5298","20220519_TOP_1_0011_0001.mp4","2762","264","2.08291",NA,NA,"7.82414","6729.90008","2.36590",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","200.09559","-206.24538","-6723.76232","4.15326","4.11659","88.95720","-22.7655","113.5389","2022-05-19T10:34:40+0800",NA,"No-take","81.6","Yes","Yes"
"105","20220519_BOTTOM_1_0011_0001.mp4","5853","20220519_TOP_1_0011_0001.mp4","3317","264","2.23724",NA,NA,"0.00142","3305.10995","24.00943",NA,NA,NA,NA,NA,"Chaetodontidae","Chaetodon","assarius","37365012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-815.08972","1089.75360","-3011.94582","5.09610","6.67500","18.47247","-22.7655","113.5389","2022-05-19T10:34:40+0800",NA,"No-take","81.6","Yes","Yes"
"108","20220519_BOTTOM_1_0011_0001.mp4","42598","20220519_TOP_1_0011_0001.mp4","40062","262","0.89506",NA,NA,"2.98957","3581.74608","26.76987",NA,NA,NA,NA,NA,"Balistidae","Xanthichthys","lineopunctatus","37465016",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","771.47784","-1424.75320","-3194.33957","4.76852","8.57843","19.15656","-22.7635","113.5347","2022-05-19T10:45:55+0800",NA,"No-take","91","Yes","Yes"
"109","20220519_BOTTOM_1_0011_0001.mp4","42724","20220519_TOP_1_0011_0001.mp4","40188","262","0.93010",NA,NA,"6.40530","7047.35410","28.31489",NA,NA,NA,NA,NA,"Lethrinidae",NA,"spp",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-740.72420","-3274.95854","-6196.06116","9.48796","40.00144","76.16761","-22.7635","113.5347","2022-05-19T10:45:55+0800",NA,"No-take","91","Yes","Yes"
"115","20220519_BOTTOM_1_0011_0001.mp4","50030","20220519_TOP_1_0011_0001.mp4","47494","262","2.96157",NA,NA,"0.20750","2387.32372","34.49333",NA,NA,NA,NA,NA,"SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-785.35412","1079.30979","-1979.29882","3.11758","4.37092","7.68364","-22.7635","113.5347","2022-05-19T10:45:55+0800",NA,"No-take","91","Yes","Yes"
"0","20220519_BOTTOM_2_0001_0001.mp4","18935","20220519_TOP_2_0001_0001.mp4","19644","266","0.70014",NA,NA,"1.02982","6072.46423","21.50790",NA,NA,NA,NA,NA,"Lutjanidae","Pristipomoides","sp1",NA,3,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","1322.95690","-1752.92085","-5661.43757","14.26682","19.34685","60.65013","-22.7531","113.5301","2022-05-19T11:11:08+0800",NA,"No-take","98.5","Yes","Yes"
"3","20220519_BOTTOM_2_0001_0001.mp4","26637","20220519_TOP_2_0001_0001.mp4","27346","266","2.84173",NA,NA,"5.94108","3879.43039","29.06133",NA,NA,NA,NA,NA,"SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-555.27990","1764.28678","-3410.12265","4.02554","12.26143","23.00041","-22.7531","113.5301","2022-05-19T11:11:08+0800",NA,"No-take","98.5","Yes","Yes"
"4","20220519_BOTTOM_2_0002_0001.mp4","1454","20220519_TOP_2_0002_0001.mp4","2163","253","1.33244",NA,NA,"1.15551","6745.12275","30.41894",NA,NA,NA,NA,NA,"Carangidae","Seriola","spp",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","1238.68573","-3143.76424","-5837.72944","13.43799","34.38381","62.91392","-22.7509","113.538","2022-05-19T11:26:11+0800",NA,"No-take","91.2","Yes","Yes"
"6","20220519_BOTTOM_2_0002_0001.mp4","6498","20220519_TOP_2_0002_0001.mp4","7207","253","2.73495",NA,NA,"0.38075","2793.07127","22.02057",NA,NA,NA,NA,NA,"Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-989.06329","338.95884","-2590.00152","5.27812","2.21105","13.77729","-22.7509","113.538","2022-05-19T11:26:11+0800",NA,"No-take","91.2","Yes","Yes"
"7","20220519_BOTTOM_2_0002_0001.mp4","6498","20220519_TOP_2_0002_0001.mp4","7207","253","2.73495",NA,NA,"0.71825","2283.95423","22.26289",NA,NA,NA,NA,NA,"Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-809.99603","-290.25733","-2115.68051","3.60299","1.68887","9.24710","-22.7509","113.538","2022-05-19T11:26:11+0800",NA,"No-take","91.2","Yes","Yes"
"8","20220519_BOTTOM_2_0002_0001.mp4","6498","20220519_TOP_2_0002_0001.mp4","7207","253","2.73495",NA,NA,"0.03493","2283.67607","23.09072",NA,NA,NA,NA,NA,"Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-799.36952","-389.91450","-2103.36670","3.53422","2.03274","9.12211","-22.7509","113.538","2022-05-19T11:26:11+0800",NA,"No-take","91.2","Yes","Yes"
"25","20220519_BOTTOM_2_0002_0001.mp4","46274","20220519_TOP_2_0002_0001.mp4","46983","270","1.92136",NA,NA,"3.42287","4266.30461","33.34144",NA,NA,NA,NA,NA,"Serranidae","Cephalopholis","sonnerati","37311045",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-808.98795","-2208.06669","-3559.68188","5.85690","15.47077","25.04331","-22.7511","113.5387","2022-05-19T11:37:38+0800",NA,"No-take","91","Yes","Yes"
"47","20220519_BOTTOM_2_0003_0001.mp4","13497","20220519_TOP_2_0003_0001.mp4","14206","201","0.14403",NA,NA,"2.75855","6305.28159","24.38523",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","1369.71007","-2175.43602","-5757.42550","14.88438","24.06238","62.24826","-22.7488","113.5378","2022-05-19T11:50:14+0800",NA,"No-take","94.9","Yes","Yes"
"48","20220519_BOTTOM_2_0003_0001.mp4","17972","20220519_TOP_2_0003_0001.mp4","18681","201","1.38833",NA,NA,"0.05244","2153.79999","33.12356",NA,NA,NA,NA,NA,"Labridae","Labroides","dimidiatus","37384028",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-541.39950","-1032.96556","-1810.72447","2.09817","3.85912","6.52137","-22.7488","113.5378","2022-05-19T11:50:14+0800",NA,"No-take","94.9","Yes","Yes"
"59","20220519_BOTTOM_2_0003_0001.mp4","22975","20220519_TOP_2_0003_0001.mp4","23684","201","2.77944",NA,NA,"0.10013","4285.19953","20.56974",NA,NA,NA,NA,NA,"Balistidae","Xanthichthys","lineopunctatus","37465016",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","1189.38008","-896.36014","-4018.06527","9.04921","7.20710","30.34890","-22.7488","113.5378","2022-05-19T11:50:14+0800",NA,"No-take","94.9","Yes","Yes"
"61","20220519_BOTTOM_2_0004_0001.mp4","45208","20220519_TOP_2_0004_0001.mp4","45917","240","1.34885",NA,NA,"0.84134","7514.30607","30.80109",NA,NA,NA,NA,NA,"Balistidae","Sufflamen","fraenatum","37465014",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-862.66733","3736.83474","-6461.93987","11.11640","47.40416","81.72444","-22.749","113.5509","2022-05-19T12:18:16+0800",NA,"No-take","75","Yes","Yes"
"0","20220521_BOTTOM_3_0003_0001.mp4","55227","20220521_TOP_3_0003_0001.mp4","55813","255","1.58297",NA,NA,"17.02727","7677.43571","8.95338",NA,NA,NA,NA,NA,"Unknown","Unknown","Unknown","0",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","1105.63800","-468.25793","-7582.96237","16.55547","7.58374","111.85568","-22.7444","113.5428","2022-05-21T13:59:38+0800",NA,"No-take","87.3","Yes","Yes"
"3","20220521_BOTTOM_3_0004_0001.mp4","27417","20220521_TOP_3_0004_0001.mp4","28003","216","1.37610",NA,NA,"1.74884","3409.92436","12.04862",NA,NA,NA,NA,NA,"Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-524.19528","474.82297","-3335.76777","3.80825","3.60416","22.41201","-22.7451","113.5437","2022-05-21T14:12:02+0800",NA,"No-take","86.5","Yes","Yes"
"6","20220521_BOTTOM_3_0004_0001.mp4","29359","20220521_TOP_3_0004_0001.mp4","29945","216","1.91608",NA,NA,"10.45245","2834.84255","27.50273",NA,NA,NA,NA,NA,"SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-745.74901","1052.62030","-2524.31797","4.02020","5.87853","13.63548","-22.7451","113.5437","2022-05-21T14:12:02+0800",NA,"No-take","86.5","Yes","Yes"
"9","20220521_BOTTOM_3_0005_0001.mp4","8961","20220521_TOP_3_0005_0001.mp4","9547","269","0.59782",NA,NA,"16.14456","3769.64033","29.51895",NA,NA,NA,NA,NA,"Echeneidae","Echeneis","naucrates","37336001",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","459.31161","1793.05817","-3283.92501","3.27108","11.34916","20.54991","-22.7429","113.5458","2022-05-21T14:27:47+0800",NA,"No-take","83.1","Yes","Yes"
"5","20220521_BOTTOM_4_0002_0001.mp4","15284","20220521_TOP_4_0002_0001.mp4","12576","272","1.89439",NA,NA,"1.13519","1219.54133","28.99342",NA,NA,NA,NA,NA,"SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-508.04911","292.30001","-1069.45213","1.23713","0.89670","2.63566","-22.7374","113.5422","2022-05-21T15:45:16+0800",NA,"No-take","89.2","Yes","Yes"
"6","20220521_BOTTOM_4_0002_0001.mp4","15284","20220521_TOP_4_0002_0001.mp4","12576","272","1.89439",NA,NA,"0.05070","2828.68805","23.59575",NA,NA,NA,NA,NA,"Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-964.55261","586.58806","-2593.65163","5.18682","3.39667","13.85865","-22.7374","113.5422","2022-05-21T15:45:16+0800",NA,"No-take","89.2","Yes","Yes"
"7","20220521_BOTTOM_4_0002_0001.mp4","69245","20220521_TOP_4_0002_0001.mp4","66537","244","2.88483",NA,NA,"2.93834","1870.85517","22.10691",NA,NA,NA,NA,NA,"Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-596.46793","385.63873","-1730.78244","2.22376","1.57650","6.19083","-22.7347","113.5406","2022-05-21T15:59:32+0800",NA,"No-take","93","Yes","Yes"
"8","20220521_BOTTOM_4_0002_0001.mp4","69245","20220521_TOP_4_0002_0001.mp4","66537","244","2.88483",NA,NA,"0.44445","2320.07351","26.61965",NA,NA,NA,NA,NA,"Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-979.13300","-368.38770","-2070.82837","4.51392","1.93802","9.70488","-22.7347","113.5406","2022-05-21T15:59:32+0800",NA,"No-take","93","Yes","Yes"
"9","20220521_BOTTOM_4_0003_0001.mp4","34983","20220521_TOP_4_0003_0001.mp4","32275","219","0.93232",NA,NA,"2.15866","3310.34822","18.18045",NA,NA,NA,NA,NA,"SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-961.16014","370.32272","-3146.01933","6.26414","2.87239","20.27861","-22.7317","113.543","2022-05-21T16:11:52+0800",NA,"No-take","90.7","Yes","Yes"
"10","20220521_BOTTOM_4_0003_0001.mp4","34983","20220521_TOP_4_0003_0001.mp4","32275","219","0.93232",NA,NA,"6.14499","2992.47774","20.65864",NA,NA,NA,NA,NA,"SUS","SUS","SUS","2",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-852.27737","-630.01835","-2798.50374","4.97357","3.81294","16.08283","-22.7317","113.543","2022-05-21T16:11:52+0800",NA,"No-take","90.7","Yes","Yes"
"12","20220521_BOTTOM_4_0003_0001.mp4","35777","20220521_TOP_4_0003_0001.mp4","33069","219","1.15310",NA,NA,"2.13936","5215.79492","31.38332",NA,NA,NA,NA,NA,"Labridae","Labroides","dimidiatus","37384028",1,"AD","Passing",NA,NA,"2022-05_PtCloates_Naked-BOSS","-1623.29141","2166.69124","-4458.12637","14.51850","19.58142","39.99338","-22.7317","113.543","2022-05-21T16:11:52+0800",NA,"No-take","90.7","Yes","Yes"
